pitch control
time,pitch\_input,pitch\_setpoint,elevator\_angle\_output,
seconds,rad,rad,rad,
3345.58275628, -0.04020000, -0.03300000,  0.11500000,
3345.68166065, -0.04000000, -0.03300000,  0.10350000,
3345.78163552, -0.03970000, -0.03470000,  0.08090000,
3345.88171554, -0.03930000, -0.03240000,  0.09680000,
3345.98169947, -0.03910000, -0.03480000,  0.09380000,
3346.08164072, -0.03910000, -0.03480000,  0.10460000,
3346.18159413, -0.03920000, -0.03300000,  0.12830000,
3346.28173804, -0.03930000, -0.03300000,  0.13870000,
3346.38167477, -0.03980000, -0.03300000,  0.14320000,
3346.48191428, -0.04000000, -0.03300000,  0.14680000,
3346.58160734, -0.04050000, -0.03180000,  0.15580000,
3346.68170619, -0.04080000, -0.03290000,  0.14440000,
3346.78162789, -0.04140000, -0.03230000,  0.14000000,
3346.88175869, -0.04150000, -0.03230000,  0.12210000,
3346.98163223, -0.04110000, -0.03230000,  0.11560000,
3347.08158040, -0.04130000, -0.03240000,  0.11910000,
3347.18174338, -0.04130000, -0.03240000,  0.12370000,
3347.28164387, -0.04120000, -0.03180000,  0.13460000,
3347.38181853, -0.04130000, -0.03010000,  0.14930000,
3347.48181701, -0.04130000, -0.03010000,  0.15220000,
3347.58156705, -0.04150000, -0.03020000,  0.14660000,
3347.68165755, -0.04160000, -0.03190000,  0.12940000,
3347.78164172, -0.04150000, -0.02900000,  0.13120000,
3347.88152719, -0.04130000, -0.03300000,  0.10230000,
3347.98168087, -0.04110000, -0.03300000,  0.10360000,
3348.08160615, -0.04090000, -0.03130000,  0.12610000,
3348.18159008, -0.04110000, -0.03180000,  0.13910000,
3348.28201580, -0.04120000, -0.03180000,  0.14140000,
3348.38174653, -0.04130000, -0.03010000,  0.14340000,
3348.48155713, -0.04120000, -0.03120000,  0.12940000,
3348.58184528, -0.04110000, -0.03180000,  0.12120000,
3348.68195486, -0.04080000, -0.02950000,  0.11770000,
3348.78166127, -0.04050000, -0.02950000,  0.10520000,
3348.88157701, -0.04000000, -0.02720000,  0.10090000,
3348.98161530, -0.03930000, -0.03060000,  0.08190000,
3349.08171606, -0.03890000, -0.03060000,  0.08380000,
3349.18159771, -0.03830000, -0.03060000,  0.08640000,
3349.28165364, -0.03800000, -0.03000000,  0.09880000,
3349.38162732, -0.03760000, -0.03000000,  0.10600000,
3349.48162150, -0.03740000, -0.03050000,  0.12240000,
3349.58171988, -0.03750000, -0.02940000,  0.13830000,
3349.68161106, -0.03790000, -0.02940000,  0.15160000,
3349.78160119, -0.03820000, -0.02930000,  0.15350000,
3349.88167810, -0.03850000, -0.03100000,  0.14630000,
3349.98157787, -0.03890000, -0.03100000,  0.15850000,
3350.08163118, -0.03950000, -0.03040000,  0.17670000,
3350.18174100, -0.04000000, -0.02980000,  0.17830000,
3350.28177667, -0.04060000, -0.02980000,  0.16930000,
3350.38168907, -0.04080000, -0.03040000,  0.15030000,
3350.48170781, -0.04120000, -0.03040000,  0.14510000,
3350.58160925, -0.04130000, -0.02980000,  0.15520000,
3350.68165779, -0.04170000, -0.02970000,  0.15450000,
3350.78170705, -0.04180000, -0.02970000,  0.14650000,
3350.88173199, -0.04190000, -0.02920000,  0.14300000,
3350.98171163, -0.04190000, -0.03200000,  0.12790000,
3351.08167076, -0.04180000, -0.03090000,  0.12530000,
3351.18166161, -0.04160000, -0.03140000,  0.10800000,
3351.28168416, -0.04110000, -0.02920000,  0.10870000,
3351.38161063, -0.04060000, -0.03200000,  0.08480000,
3351.48160648, -0.03990000, -0.03030000,  0.07890000,
3351.58164334, -0.03910000, -0.03210000,  0.06200000,
3351.68196225, -0.03850000, -0.02980000,  0.07880000,
3351.78160858, -0.03800000, -0.03040000,  0.09650000,
3351.88169646, -0.03770000, -0.03210000,  0.09930000,
3351.98171115, -0.03760000, -0.02980000,  0.13210000,
3352.08166218, -0.03780000, -0.02980000,  0.14950000,
3352.18165898, -0.03830000, -0.03100000,  0.14690000,
3352.28165078, -0.03880000, -0.03100000,  0.14250000,
3352.38165140, -0.03900000, -0.03210000,  0.12380000,
3352.48168063, -0.03900000, -0.03040000,  0.12360000,
3352.58161306, -0.03870000, -0.03320000,  0.09890000,
3352.68199134, -0.03840000, -0.03150000,  0.10370000,
3352.78162074, -0.03830000, -0.03250000,  0.10140000,
3352.88174677, -0.03810000, -0.03080000,  0.10630000,
3352.98162985, -0.03800000, -0.03370000,  0.09540000,
3353.08158422, -0.03780000, -0.03090000,  0.11830000,
3353.18171692, -0.03800000, -0.03330000,  0.11600000,
3353.28170395, -0.03810000, -0.02990000,  0.12940000,
3353.38166165, -0.03800000, -0.03220000,  0.11670000,
3353.48165250, -0.03770000, -0.03210000,  0.11310000,
3353.58193874, -0.03780000, -0.03100000,  0.11400000,
3353.68163610, -0.03770000, -0.03220000,  0.11190000,
3353.78211379, -0.03750000, -0.03160000,  0.11530000,
3353.88162994, -0.03750000, -0.03280000,  0.11750000,
3353.98160410, -0.03770000, -0.03050000,  0.12780000,
3354.08192015, -0.03790000, -0.03330000,  0.12040000,
3354.18162346, -0.03810000, -0.02930000,  0.14830000,
3354.28260255, -0.03840000, -0.03270000,  0.13580000,
3354.38166118, -0.03880000, -0.02920000,  0.15320000,
3354.48152471, -0.03900000, -0.03150000,  0.13820000,
3354.58160567, -0.03910000, -0.03100000,  0.13300000,
3354.68161416, -0.03930000, -0.03270000,  0.11660000,
3354.78164029, -0.03940000, -0.03270000,  0.10330000,
3354.88167691, -0.03910000, -0.03220000,  0.11120000,
3354.98163843, -0.03930000, -0.03100000,  0.12680000,
3355.08168459, -0.03940000, -0.03220000,  0.12440000,
3355.18169928, -0.03950000, -0.03050000,  0.13320000,
3355.28169036, -0.03970000, -0.03270000,  0.12130000,
3355.38163710, -0.03990000, -0.03220000,  0.12300000,
3355.48167849, -0.03990000, -0.02990000,  0.13740000,
3355.58202386, -0.04000000, -0.03440000,  0.11910000,
3355.68160987, -0.04010000, -0.03440000,  0.12820000,
3355.78183079, -0.04020000, -0.03100000,  0.14710000,
3355.88168931, -0.04050000, -0.03490000,  0.13550000,
3355.98169637, -0.04060000, -0.03500000,  0.13600000,
3356.08194089, -0.04070000, -0.03210000,  0.14340000,
3356.18162894, -0.04120000, -0.03210000,  0.14640000,
3356.28195715, -0.04140000, -0.03440000,  0.12800000,
3356.38167262, -0.04150000, -0.03440000,  0.11790000,
3356.48171306, -0.04140000, -0.03210000,  0.11800000,
3356.58176589, -0.04120000, -0.03210000,  0.10900000,
3356.68154716, -0.04060000, -0.03200000,  0.10840000,
3356.78183413, -0.04050000, -0.03200000,  0.11120000,
3356.88170505, -0.04040000, -0.03210000,  0.11880000,
3356.98170805, -0.04030000, -0.03310000,  0.11890000,
3357.08241248, -0.04000000, -0.03250000,  0.11750000,
3357.18221903, -0.03990000, -0.03250000,  0.12210000,
3357.28208566, -0.04000000, -0.03250000,  0.11300000,
3357.38151860, -0.04000000, -0.03310000,  0.09420000,
3357.48162365, -0.03970000, -0.03300000,  0.08900000,
3357.58202267, -0.03930000, -0.03190000,  0.08760000,
3357.68167782, -0.03890000, -0.03410000,  0.08060000,
3357.78167892, -0.03870000, -0.03420000,  0.09810000,
3357.88163447, -0.03870000, -0.03300000,  0.12420000,
3357.98169470, -0.03900000, -0.03180000,  0.14630000,
3358.08165598, -0.03950000, -0.03180000,  0.14520000,
3358.18167424, -0.03990000, -0.03230000,  0.14390000,
3358.28165627, -0.04030000, -0.03230000,  0.14250000,
3358.38164401, -0.04080000, -0.03290000,  0.12860000,
3358.48203874, -0.04070000, -0.03120000,  0.12810000,
3358.58178878, -0.04080000, -0.03120000,  0.11640000,
3358.68163395, -0.04050000, -0.03000000,  0.11480000,
3358.78163958, -0.04030000, -0.03340000,  0.10060000,
3358.88203883, -0.04010000, -0.03340000,  0.11860000,
3358.98164535, -0.04040000, -0.03220000,  0.14520000,
3359.08165050, -0.04080000, -0.03000000,  0.17320000,
3359.18164206, -0.04130000, -0.03000000,  0.17450000,
3359.28184390, -0.04190000, -0.03000000,  0.18380000,
3359.38159370, -0.04270000, -0.03110000,  0.18250000,
3359.48191714, -0.04310000, -0.03050000,  0.17510000,
3359.58169675, -0.04340000, -0.03050000,  0.16710000,
3359.68165445, -0.04350000, -0.03050000,  0.15530000,
3359.78175640, -0.04360000, -0.02990000,  0.14510000,
3359.88172579, -0.04340000, -0.03100000,  0.12860000,
3359.98164439, -0.04310000, -0.03100000,  0.11860000,
3360.08165193, -0.04260000, -0.03210000,  0.09970000,
3360.18183208, -0.04210000, -0.02930000,  0.10090000,
3360.28168631, -0.04140000, -0.03150000,  0.08040000,
3360.38174677, -0.04080000, -0.03150000,  0.08140000,
3360.48159957, -0.04000000, -0.03170000,  0.09180000,
3360.58157420, -0.03950000, -0.03170000,  0.10770000,
3360.68164158, -0.03930000, -0.03050000,  0.13540000,
3360.78168702, -0.03960000, -0.03280000,  0.13850000,
3360.88168526, -0.04000000, -0.03280000,  0.14640000,
3360.98155332, -0.04030000, -0.03340000,  0.14450000,
3361.08160138, -0.04080000, -0.03160000,  0.15780000,
3361.18158484, -0.04120000, -0.03170000,  0.15300000,
3361.28195524, -0.04170000, -0.03280000,  0.14420000,
3361.38170362, -0.04190000, -0.03340000,  0.13520000,
3361.48168111, -0.04180000, -0.03040000,  0.13580000,
3361.58163810, -0.04160000, -0.03440000,  0.10470000,
3361.68156862, -0.04130000, -0.03160000,  0.11460000,
3361.78159547, -0.04100000, -0.03280000,  0.11410000,
3361.88171554, -0.04090000, -0.03110000,  0.12780000,
3361.98164940, -0.04080000, -0.03290000,  0.12600000,
3362.08165121, -0.04090000, -0.03290000,  0.12630000,
3362.18167686, -0.04120000, -0.03290000,  0.12910000,
3362.28182888, -0.04130000, -0.03180000,  0.13210000,
3362.38181973, -0.04140000, -0.03180000,  0.14120000,
3362.48165274, -0.04160000, -0.03020000,  0.13660000,
3362.58220983, -0.04140000, -0.03420000,  0.10760000,
3362.68162584, -0.04120000, -0.03240000,  0.10970000,
3362.78165126, -0.04080000, -0.03130000,  0.11410000,
3362.88171291, -0.04050000, -0.03130000,  0.11300000,
3362.98157573, -0.04050000, -0.03130000,  0.12700000,
3363.08159781, -0.04040000, -0.03020000,  0.13210000,
3363.18157315, -0.04030000, -0.03020000,  0.12940000,
3363.28168631, -0.04020000, -0.03250000,  0.10770000,
3363.38162446, -0.04000000, -0.03250000,  0.09470000,
3363.48161745, -0.03960000, -0.03260000,  0.08760000,
3363.58165836, -0.03920000, -0.03260000,  0.08360000,
3363.68159175, -0.03880000, -0.03100000,  0.09710000,
3363.78188252, -0.03840000, -0.03090000,  0.09620000,
3363.88174725, -0.03810000, -0.03090000,  0.10030000,
3363.98164344, -0.03780000, -0.03270000,  0.09530000,
3364.08157563, -0.03780000, -0.03160000,  0.11790000,
3364.18166089, -0.03790000, -0.03210000,  0.13410000,
3364.28178668, -0.03830000, -0.03210000,  0.13400000,
3364.38180113, -0.03860000, -0.03100000,  0.14750000,
3364.48164153, -0.03900000, -0.03330000,  0.12720000,
3364.58166718, -0.03920000, -0.03210000,  0.12340000,
3364.68161035, -0.03930000, -0.03160000,  0.10800000,
3364.78160048, -0.03900000, -0.03160000,  0.09880000,
3364.88165903, -0.03860000, -0.03390000,  0.08750000,
3364.98167515, -0.03830000, -0.03280000,  0.10330000,
3365.08161807, -0.03850000, -0.03160000,  0.12710000,
3365.18165588, -0.03880000, -0.03100000,  0.14430000,
3365.28156996, -0.03910000, -0.03330000,  0.13970000,
3365.38168406, -0.03950000, -0.03050000,  0.16250000,
3365.48195529, -0.04000000, -0.03220000,  0.15500000,
3365.58167386, -0.04040000, -0.03050000,  0.15470000,
3365.68168330, -0.04060000, -0.03390000,  0.13300000,
3365.78160787, -0.04090000, -0.03160000,  0.13990000,
3365.88176084, -0.04090000, -0.03160000,  0.12540000,
3365.98166013, -0.04060000, -0.03390000,  0.09920000,
3366.08164096, -0.04040000, -0.03050000,  0.10290000,
3366.18161774, -0.04000000, -0.03280000,  0.09020000,
3366.28177786, -0.03950000, -0.03100000,  0.09290000,
3366.38167763, -0.03900000, -0.03100000,  0.09390000,
3366.48164749, -0.03870000, -0.03100000,  0.10030000,
3366.58156085, -0.03860000, -0.03340000,  0.09240000,
3366.68175030, -0.03810000, -0.03340000,  0.09920000,
3366.78183627, -0.03830000, -0.03110000,  0.13700000,
3366.88163400, -0.03860000, -0.03050000,  0.15230000,
3366.98177242, -0.03920000, -0.03400000,  0.14390000,
3367.08175874, -0.03980000, -0.03390000,  0.14930000,
3367.18167806, -0.04040000, -0.03390000,  0.14770000,
3367.28160119, -0.04060000, -0.03110000,  0.14520000,
3367.38168406, -0.04050000, -0.03100000,  0.12740000,
3367.48223519, -0.04030000, -0.03100000,  0.11000000,
3367.58164716, -0.04000000, -0.03160000,  0.10060000,
3367.68168926, -0.03960000, -0.03110000,  0.10230000,
3367.78167701, -0.03900000, -0.03170000,  0.10270000,
3367.88205242, -0.03880000, -0.03170000,  0.12160000,
3367.98168182, -0.03890000, -0.03280000,  0.13760000,
3368.08158779, -0.03930000, -0.03170000,  0.16570000,
3368.18158913, -0.03990000, -0.03170000,  0.17570000,
3368.28172922, -0.04060000, -0.03110000,  0.17710000,
3368.38157868, -0.04090000, -0.02820000,  0.17670000,
3368.48169541, -0.04130000, -0.03220000,  0.13310000,
3368.58174014, -0.04110000, -0.03050000,  0.12170000,
3368.68175197, -0.04100000, -0.03050000,  0.10640000,
3368.78158951, -0.04060000, -0.03110000,  0.09660000,
3368.88184214, -0.04020000, -0.03110000,  0.09710000,
3368.98170018, -0.03980000, -0.03170000,  0.10780000,
3369.08160090, -0.03960000, -0.03170000,  0.11950000,
3369.18171144, -0.03980000, -0.03340000,  0.13140000,
3369.28202558, -0.04020000, -0.03220000,  0.14950000,
3369.38157845, -0.04070000, -0.03220000,  0.15130000,
3369.48159981, -0.04110000, -0.03390000,  0.14130000,
3369.58162236, -0.04130000, -0.03390000,  0.12450000,
3369.68243027, -0.04130000, -0.03390000,  0.10540000,
3369.78157735, -0.04080000, -0.03330000,  0.09590000,
3369.88200426, -0.04040000, -0.03330000,  0.08010000,
3369.98168087, -0.03980000, -0.03440000,  0.06630000,
3370.08166552, -0.03910000, -0.03440000,  0.06750000,
3370.18167472, -0.03880000, -0.03440000,  0.07990000,
3370.28183818, -0.03850000, -0.03330000,  0.09750000,
3370.38171077, -0.03840000, -0.03210000,  0.12250000,
3370.48157978, -0.03840000, -0.03140000,  0.12850000,
3370.58167839, -0.03870000, -0.03260000,  0.12550000,
3370.68208885, -0.03880000, -0.03260000,  0.12520000,
3370.78164887, -0.03900000, -0.03080000,  0.12960000,
3370.88187385, -0.03920000, -0.03610000,  0.09570000,
3370.98153162, -0.03900000, -0.03620000,  0.08660000,
3371.08190846, -0.03900000, -0.03150000,  0.11100000,
3371.18173289, -0.03890000, -0.03260000,  0.11810000,
3371.28169656, -0.03930000, -0.03260000,  0.13200000,
3371.38157344, -0.03980000, -0.03310000,  0.14690000,
3371.48163962, -0.04020000, -0.03260000,  0.15400000,
3371.58223200, -0.04070000, -0.03200000,  0.15920000,
3371.68166780, -0.04140000, -0.03190000,  0.16390000,
3371.78175211, -0.04180000, -0.03190000,  0.15590000,
3371.88159275, -0.04190000, -0.03080000,  0.14990000,
3371.98159790, -0.04210000, -0.03420000,  0.12710000,
3372.08166838, -0.04200000, -0.03420000,  0.11500000,
3372.18164992, -0.04180000, -0.03090000,  0.12450000,
3372.28159976, -0.04170000, -0.03320000,  0.10740000,
3372.38191390, -0.04120000, -0.03030000,  0.11500000,
3372.48163676, -0.04070000, -0.03030000,  0.12270000,
3372.58169508, -0.04080000, -0.02910000,  0.14760000,
3372.68156457, -0.04090000, -0.03320000,  0.14160000,
3372.78157544, -0.04100000, -0.03320000,  0.14610000,
3372.88205314, -0.04140000, -0.03260000,  0.15520000,
3372.98212385, -0.04190000, -0.03080000,  0.16380000,
3373.08199406, -0.04230000, -0.03080000,  0.15920000,
3373.18199039, -0.04260000, -0.03030000,  0.15270000,
3373.28173113, -0.04250000, -0.03310000,  0.12340000,
3373.38180447, -0.04230000, -0.03140000,  0.11980000,
3373.48162913, -0.04190000, -0.03430000,  0.09050000,
3373.58200336, -0.04120000, -0.03080000,  0.10180000,
3373.68157721, -0.04080000, -0.03260000,  0.09420000,
3373.78168988, -0.04050000, -0.03260000,  0.09930000,
3373.88179946, -0.04010000, -0.03140000,  0.10950000,
3373.98159432, -0.03980000, -0.03310000,  0.11000000,
3374.08166051, -0.03980000, -0.03140000,  0.11990000,
3374.18174767, -0.03980000, -0.03140000,  0.12160000,
3374.28160119, -0.03990000, -0.03030000,  0.12910000,
3374.38171887, -0.03970000, -0.03150000,  0.12230000,
3374.48175001, -0.03970000, -0.02970000,  0.12880000,
3374.58169866, -0.03960000, -0.03370000,  0.10820000,
3374.68161583, -0.03960000, -0.02920000,  0.12650000,
3374.78194976, -0.03960000, -0.02920000,  0.12240000,
3374.88201165, -0.03950000, -0.03020000,  0.11030000,
3374.98195529, -0.03920000, -0.03360000,  0.09000000,
3375.08168221, -0.03900000, -0.03130000,  0.09720000,
3375.18185854, -0.03850000, -0.03140000,  0.10300000,
3375.28160334, -0.03850000, -0.03360000,  0.10430000,
3375.38172078, -0.03860000, -0.03360000,  0.12100000,
3375.48206830, -0.03890000, -0.03250000,  0.14160000,
3375.58175015, -0.03930000, -0.03250000,  0.15210000,
3375.68166089, -0.03970000, -0.03250000,  0.15090000,
3375.78160715, -0.04000000, -0.03200000,  0.14190000,
3375.88185406, -0.04010000, -0.03200000,  0.13550000,
3375.98183823, -0.04020000, -0.03140000,  0.12230000,
3376.08178186, -0.04010000, -0.03430000,  0.09960000,
3376.18166447, -0.03980000, -0.03430000,  0.09670000,
3376.28171182, -0.03950000, -0.03210000,  0.10040000,
3376.38164973, -0.03900000, -0.03150000,  0.09440000,
3376.48154449, -0.03880000, -0.03210000,  0.08800000,
3376.58160520, -0.03830000, -0.03040000,  0.09140000,
3376.68190122, -0.03770000, -0.03040000,  0.09330000,
3376.78178358, -0.03750000, -0.03090000,  0.10380000,
3376.88229680, -0.03750000, -0.03090000,  0.11060000,
3376.98164749, -0.03750000, -0.03090000,  0.12270000,
3377.08186388, -0.03750000, -0.03480000,  0.10540000,
3377.18204498, -0.03770000, -0.03480000,  0.12060000,
3377.28212571, -0.03790000, -0.03320000,  0.13800000,
3377.38225794, -0.03840000, -0.03320000,  0.14790000,
3377.48209834, -0.03890000, -0.03090000,  0.14920000,
3377.58234525, -0.03920000, -0.03090000,  0.14220000,
3377.68176675, -0.03930000, -0.03370000,  0.12730000,
3377.78168321, -0.03960000, -0.03210000,  0.13860000,
3377.88165236, -0.03990000, -0.03320000,  0.13860000,
3377.98201108, -0.04030000, -0.03320000,  0.14410000,
3378.08163047, -0.04080000, -0.03200000,  0.15670000,
3378.18166876, -0.04130000, -0.03200000,  0.17350000,
3378.28176641, -0.04180000, -0.03200000,  0.17960000,
3378.38216448, -0.04260000, -0.03250000,  0.17420000,
3378.48179650, -0.04320000, -0.03420000,  0.15260000,
3378.58181787, -0.04350000, -0.03240000,  0.14990000,
3378.68173456, -0.04370000, -0.03370000,  0.13870000,
3378.78168273, -0.04370000, -0.03370000,  0.12870000,
3378.88173842, -0.04370000, -0.03310000,  0.12740000,
3378.98167753, -0.04350000, -0.03250000,  0.13620000,
3379.08161378, -0.04330000, -0.03420000,  0.12180000,
3379.18168426, -0.04320000, -0.03420000,  0.11850000,
3379.28165245, -0.04310000, -0.03300000,  0.12850000,
3379.38170242, -0.04310000, -0.03310000,  0.13120000,
3379.48173118, -0.04300000, -0.03360000,  0.11980000,
3379.58168054, -0.04270000, -0.03300000,  0.11450000,
3379.68177462, -0.04250000, -0.03300000,  0.10450000,
3379.78253460, -0.04210000, -0.03460000,  0.08780000,
3379.88156533, -0.04170000, -0.03410000,  0.07930000,
3379.98164940, -0.04110000, -0.03300000,  0.08040000,
3380.08172989, -0.04050000, -0.03360000,  0.07890000,
3380.18195629, -0.04040000, -0.03410000,  0.08110000,
3380.28176451, -0.04000000, -0.03350000,  0.08420000,
3380.38224244, -0.03970000, -0.03350000,  0.10170000,
3380.48182535, -0.03980000, -0.03360000,  0.11270000,
3380.58166575, -0.03990000, -0.03460000,  0.11830000,
3380.68169045, -0.03980000, -0.03180000,  0.12820000,
3380.78190279, -0.03980000, -0.03240000,  0.11820000,
3380.88167024, -0.03980000, -0.03350000,  0.10390000,
3380.98235035, -0.03930000, -0.03350000,  0.08720000,
3381.08196974, -0.03870000, -0.03190000,  0.09250000,
3381.18161893, -0.03840000, -0.03190000,  0.09890000,
3381.28172588, -0.03800000, -0.03250000,  0.10510000,
3381.38192964, -0.03800000, -0.03240000,  0.12620000,
3381.48166037, -0.03840000, -0.03230000,  0.13910000,
3381.58172894, -0.03880000, -0.03240000,  0.15230000,
3381.68188024, -0.03970000, -0.03080000,  0.18160000,
3381.78153801, -0.04070000, -0.03190000,  0.18990000,
3381.88163614, -0.04170000, -0.03020000,  0.19480000,
3381.98175454, -0.04240000, -0.03010000,  0.18360000,
3382.08170295, -0.04280000, -0.02960000,  0.17240000,
3382.18159318, -0.04310000, -0.03140000,  0.14640000,
3382.28168464, -0.04300000, -0.03130000,  0.13260000,
3382.38162708, -0.04290000, -0.02850000,  0.14480000,
3382.48197985, -0.04280000, -0.03140000,  0.12920000,
3382.58163095, -0.04240000, -0.02920000,  0.12790000,
3382.68160295, -0.04190000, -0.03150000,  0.10650000,
3382.78195333, -0.04150000, -0.03150000,  0.10120000,
3382.88173175, -0.04110000, -0.03100000,  0.10900000,
3382.98163533, -0.04080000, -0.03210000,  0.11980000,
3383.08215356, -0.04090000, -0.03210000,  0.13890000,
3383.18196988, -0.04100000, -0.03270000,  0.15630000,
3383.28233743, -0.04170000, -0.03270000,  0.17450000,
3383.38177633, -0.04240000, -0.03110000,  0.19450000,
3383.48182917, -0.04290000, -0.03340000,  0.17790000,
3383.58165884, -0.04360000, -0.03340000,  0.16380000,
3383.68172836, -0.04380000, -0.03290000,  0.14200000,
3383.78163838, -0.04370000, -0.03230000,  0.12630000,
3383.88186288, -0.04340000, -0.03230000,  0.09830000,
3383.98169184, -0.04270000, -0.03360000,  0.07760000,
3384.08211803, -0.04200000, -0.03360000,  0.07180000,
3384.18194008, -0.04130000, -0.03350000,  0.07740000,
3384.28196526, -0.04070000, -0.03190000,  0.09880000,
3384.38183117, -0.04070000, -0.03190000,  0.12430000,
3384.48163056, -0.04080000, -0.03420000,  0.13290000,
3384.58176875, -0.04140000, -0.03420000,  0.16450000,
3384.68204784, -0.04210000, -0.03490000,  0.17400000,
3384.78200841, -0.04280000, -0.03370000,  0.17950000,
3384.88216925, -0.04330000, -0.03260000,  0.16830000,
3384.98163676, -0.04370000, -0.03480000,  0.12810000,
3385.08215356, -0.04350000, -0.03480000,  0.09910000,
3385.18192053, -0.04290000, -0.03480000,  0.08130000,
3385.28196120, -0.04190000, -0.03330000,  0.06900000,
3385.38171172, -0.04100000, -0.03280000,  0.06570000,
3385.48180199, -0.04020000, -0.03450000,  0.05440000,
3385.58160567, -0.03950000, -0.03340000,  0.06960000,
3385.68170214, -0.03900000, -0.03340000,  0.09500000,
3385.78252554, -0.03890000, -0.03340000,  0.11910000,
3385.88201118, -0.03910000, -0.03460000,  0.12060000,
3385.98232079, -0.03940000, -0.03400000,  0.13870000,
3386.08217978, -0.03990000, -0.03410000,  0.14200000,
3386.18172765, -0.04040000, -0.03400000,  0.13920000,
3386.28162193, -0.04090000, -0.03400000,  0.13500000,
3386.38163590, -0.04110000, -0.03470000,  0.12760000,
3386.48203921, -0.04130000, -0.03470000,  0.11880000,
3386.58188891, -0.04120000, -0.03300000,  0.11640000,
3386.68222976, -0.04110000, -0.03350000,  0.09790000,
3386.78171515, -0.04040000, -0.03350000,  0.09280000,
3386.88167691, -0.04010000, -0.03350000,  0.08550000,
3386.98199940, -0.03970000, -0.03350000,  0.08260000,
3387.08176398, -0.03910000, -0.03300000,  0.07200000,
3387.18199420, -0.03850000, -0.03140000,  0.08870000,
3387.28200412, -0.03830000, -0.03140000,  0.10500000,
3387.38204598, -0.03820000, -0.03240000,  0.12380000,
3387.48169708, -0.03850000, -0.03010000,  0.15380000,
3387.58249044, -0.03910000, -0.03130000,  0.16260000,
3387.68175435, -0.03970000, -0.03130000,  0.17460000,
3387.78152966, -0.04050000, -0.03180000,  0.17530000,
3387.88217926, -0.04110000, -0.03060000,  0.17310000,
3387.98188925, -0.04160000, -0.03060000,  0.15060000,
3388.08171010, -0.04150000, -0.03060000,  0.12850000,
3388.18231773, -0.04110000, -0.03170000,  0.10730000,
3388.28181672, -0.04080000, -0.03160000,  0.10000000,
3388.38162017, -0.04030000, -0.03050000,  0.11550000,
3388.48235178, -0.03990000, -0.03050000,  0.11880000,
3388.58204317, -0.03980000, -0.03100000,  0.13020000,
3388.68166471, -0.04000000, -0.02940000,  0.14870000,
3388.78254819, -0.04030000, -0.02940000,  0.15210000,
3388.88188887, -0.04060000, -0.03110000,  0.14780000,
3388.98185539, -0.04080000, -0.03110000,  0.14290000,
3389.08180952, -0.04100000, -0.03160000,  0.13340000,
3389.18207288, -0.04090000, -0.03270000,  0.12240000,
3389.28229475, -0.04090000, -0.03270000,  0.11670000,
3389.38192534, -0.04090000, -0.03220000,  0.12400000,
3389.48195076, -0.04080000, -0.03210000,  0.11830000,
3389.58157969, -0.04080000, -0.03210000,  0.12240000,
3389.68287849, -0.04060000, -0.03390000,  0.11030000,
3389.78194880, -0.04050000, -0.03040000,  0.12680000,
3389.88253951, -0.04040000, -0.03160000,  0.11900000,
3389.98188949, -0.04030000, -0.03160000,  0.12230000,
3390.08166647, -0.04000000, -0.03160000,  0.12400000,
3390.18215656, -0.03990000, -0.03100000,  0.12630000,
3390.28162360, -0.03980000, -0.03320000,  0.10840000,
3390.38214374, -0.03990000, -0.03320000,  0.12050000,
3390.48162484, -0.03990000, -0.02970000,  0.14770000,
3390.58188701, -0.04020000, -0.03080000,  0.14630000,
3390.68171120, -0.04050000, -0.03080000,  0.14710000,
3390.78174019, -0.04090000, -0.03360000,  0.13510000,
3390.88263988, -0.04120000, -0.03360000,  0.12990000,
3390.98159266, -0.04140000, -0.03370000,  0.12520000,
3391.08207035, -0.04130000, -0.03360000,  0.11230000,
3391.18190813, -0.04120000, -0.03360000,  0.10540000,
3391.28166580, -0.04080000, -0.03020000,  0.11160000,
3391.38248253, -0.04040000, -0.03310000,  0.08620000,
3391.48184657, -0.03960000, -0.03310000,  0.08190000,
3391.58178139, -0.03920000, -0.03130000,  0.10630000,
3391.68190122, -0.03900000, -0.03300000,  0.11760000,
3391.78185534, -0.03920000, -0.03190000,  0.14440000,
3391.88180351, -0.03970000, -0.03190000,  0.15410000,
3391.98188901, -0.04020000, -0.03130000,  0.16680000,
3392.08183527, -0.04070000, -0.03070000,  0.15160000,
3392.18172240, -0.04100000, -0.03180000,  0.12870000,
3392.28190017, -0.04070000, -0.03180000,  0.10320000,
3392.38179159, -0.04020000, -0.03120000,  0.09350000,
3392.48190546, -0.03940000, -0.03120000,  0.07280000,
3392.58170271, -0.03870000, -0.03120000,  0.06730000,
3392.68179345, -0.03790000, -0.03290000,  0.06890000,
3392.78164434, -0.03750000, -0.03000000,  0.10180000,
3392.88171530, -0.03760000, -0.03010000,  0.11660000,
3392.98204017, -0.03770000, -0.03010000,  0.13520000,
3393.08207226, -0.03810000, -0.03170000,  0.13660000,
3393.18169618, -0.03850000, -0.03170000,  0.15510000,
3393.28181553, -0.03920000, -0.03120000,  0.17130000,
3393.38166857, -0.04000000, -0.03120000,  0.17590000,
3393.48183608, -0.04070000, -0.02940000,  0.18610000,
3393.58179116, -0.04130000, -0.02940000,  0.17020000,
