altitude
time,h,h_0,h_1,h_2,h_3,
seconds,m,m,m,m,m,
7046.09943986,  4.00101700,  3.84300000,  4.16800000,  4.10300000,  3.90800000,
7046.19472408,  3.99534600,  3.87600000,  4.13600000,  4.03800000,  3.94100000,
7046.28585649,  3.97802800,  3.84300000,  4.13600000,  4.03800000,  3.90800000,
7046.38378692,  4.02001000,  3.87600000,  4.13600000,  4.07100000,  4.00600000,
7046.47770643,  3.97217100,  3.87600000,  4.07100000,  4.00600000,  3.94100000,
7046.57375073,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
7046.67474508,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
7046.76955652,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
7046.86775613,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
7046.96486402,  4.00542300,  4.00600000,  4.03800000,  3.94100000,  4.03800000,
7047.05943274,  4.00541700,  3.97300000,  4.00600000,  3.97300000,  4.07100000,
7047.15486264,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
7047.25138831,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
7047.34684849,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7047.44685340,  4.02904100,  3.94100000,  4.13600000,  4.00600000,  4.03800000,
7047.54293084,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7047.63843322,  4.01357400,  3.94100000,  4.03800000,  4.00600000,  4.07100000,
7047.73442507,  3.98909000,  3.94100000,  4.00600000,  3.94100000,  4.07100000,
7047.83079243,  4.02115300,  4.00600000,  4.03800000,  3.94100000,  4.10300000,
7047.92363691,  3.99691800,  4.00600000,  4.00600000,  3.90800000,  4.07100000,
7048.02673316,  3.99627900,  4.00600000,  3.97300000,  3.90800000,  4.10300000,
7048.11865997,  3.98863300,  3.97300000,  4.00600000,  3.90800000,  4.07100000,
7048.21659207,  4.02115300,  4.00600000,  4.03800000,  3.94100000,  4.10300000,
7048.31163549,  3.98923500,  3.97300000,  4.03800000,  3.94100000,  4.00600000,
7048.41129231,  4.01317400,  3.97300000,  4.07100000,  3.94100000,  4.07100000,
7048.50917840,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
7048.60060573,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
7048.69818115,  3.98107200,  3.94100000,  4.03800000,  4.00600000,  3.94100000,
7048.79628706,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
7048.89035416,  3.97238700,  3.87600000,  4.03800000,  4.00600000,  3.97300000,
7048.98803711,  4.01200300,  3.90800000,  4.13600000,  4.03800000,  3.97300000,
7049.08327508,  3.98759100,  3.87600000,  4.10300000,  4.03800000,  3.94100000,
7049.18436408,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
7049.28138781,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
7049.37531495,  4.02109500,  3.97300000,  4.03800000,  3.97300000,  4.10300000,
7049.47207451,  3.96483200,  3.97300000,  4.00600000,  3.90800000,  3.97300000,
7049.56942749,  4.02115300,  4.00600000,  4.03800000,  3.94100000,  4.10300000,
7049.66446733,  3.97246800,  3.97300000,  3.97300000,  3.90800000,  4.03800000,
7049.76045084,  4.02944500,  4.00600000,  4.03800000,  3.97300000,  4.10300000,
7049.85654163,  4.00515700,  3.97300000,  4.07100000,  3.94100000,  4.03800000,
7049.95236015,  4.01253200,  3.90800000,  4.10300000,  4.00600000,  4.03800000,
7050.04939055,  4.00488600,  3.90800000,  4.07100000,  4.00600000,  4.03800000,
7050.14542365,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
7050.24245143,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7050.34061694,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
7050.43630791,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7050.53344727,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
7050.62975955,  3.98923500,  3.97300000,  4.03800000,  3.94100000,  4.00600000,
7050.72462153,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7050.82218242,  3.96481400,  3.94100000,  4.00600000,  3.90800000,  4.00600000,
7050.91966558,  4.02173700,  3.97300000,  4.03800000,  4.00600000,  4.07100000,
7051.01618695,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
7051.10888839,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
7051.20536518,  3.98923500,  3.97300000,  4.03800000,  3.94100000,  4.00600000,
7051.30142331,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
7051.40093470,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
7051.49655175,  3.99771600,  3.97300000,  4.00600000,  4.00600000,  4.00600000,
7051.59249163,  4.01357400,  4.00600000,  4.07100000,  3.94100000,  4.03800000,
7051.69034410,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
7051.78728676,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7051.88244677,  4.01317400,  3.94100000,  4.07100000,  3.97300000,  4.07100000,
7051.97729635,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7052.07324052,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7052.17226362,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
7052.26736856,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7052.36453295,  3.98133300,  3.94100000,  4.00600000,  3.97300000,  4.00600000,
7052.46058154,  4.02982100,  4.00600000,  4.07100000,  3.97300000,  4.07100000,
7052.55343390,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
7052.65339351,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
7052.75148511,  4.00547300,  4.00600000,  4.00600000,  3.94100000,  4.07100000,
7052.84910727,  3.98858600,  3.97300000,  4.03800000,  3.90800000,  4.03800000,
7052.94457436,  4.02109500,  3.97300000,  4.03800000,  3.97300000,  4.10300000,
7053.04053092,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
7053.13544106,  3.97265200,  3.94100000,  4.03800000,  3.90800000,  4.00600000,
7053.23337078,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7053.32992148,  3.98133300,  3.94100000,  4.00600000,  4.00600000,  3.97300000,
7053.42542577,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7053.52151966,  4.00410000,  3.90800000,  4.13600000,  4.00600000,  3.97300000,
7053.61453056,  3.97975300,  3.87600000,  4.10300000,  4.00600000,  3.94100000,
7053.71256018,  4.03739900,  3.97300000,  4.13600000,  4.03800000,  4.00600000,
7053.81046581,  3.99601900,  3.90800000,  4.10300000,  4.03800000,  3.94100000,
7053.90962505,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
7054.00159335,  4.02068300,  3.90800000,  4.10300000,  4.07100000,  4.00600000,
7054.09751844,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
7054.19561172,  3.99575400,  3.87600000,  4.10300000,  4.03800000,  3.97300000,
7054.29180074,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
7054.38566732,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7054.48264265,  3.98896800,  3.90800000,  4.03800000,  4.00600000,  4.00600000,
7054.57919550,  4.02147700,  3.97300000,  4.10300000,  4.00600000,  4.00600000,
7054.67455435,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
7054.77052379,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
7054.87049627,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
7054.96467900,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7055.06178522,  3.97291200,  3.97300000,  4.00600000,  3.90800000,  4.00600000,
7055.16284060,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
7055.25788069,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7055.35191941,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7055.45054388,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
7055.54481339,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
7055.64189839,  3.98053500,  3.90800000,  4.07100000,  4.00600000,  3.94100000,
7055.73956370,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
7055.83073950,  3.97963500,  3.87600000,  4.10300000,  3.97300000,  3.97300000,
7055.93183589,  4.02035300,  3.90800000,  4.13600000,  4.03800000,  4.00600000,
7056.02669024,  3.97975300,  3.87600000,  4.10300000,  4.00600000,  3.94100000,
7056.12418580,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
7056.22319102,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7056.32007647,  4.01344100,  3.94100000,  4.07100000,  4.03800000,  4.00600000,
7056.41540384,  3.97205400,  3.87600000,  4.07100000,  3.97300000,  3.97300000,
7056.50928664,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7056.60527778,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
7056.70336485,  4.00515700,  3.97300000,  4.07100000,  3.94100000,  4.03800000,
7056.79741883,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
7056.89332318,  4.00542300,  3.94100000,  4.03800000,  4.00600000,  4.03800000,
7056.99233961,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7057.08644223,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7057.18235111,  3.98068400,  3.90800000,  4.03800000,  4.00600000,  3.97300000,
7057.28339291,  4.01226500,  3.90800000,  4.10300000,  4.07100000,  3.97300000,
7057.37734818,  4.00336300,  3.87600000,  4.13600000,  4.07100000,  3.94100000,
7057.47635150,  3.97868900,  3.87600000,  4.10300000,  4.07100000,  3.87600000,
7057.56935477,  4.01938000,  3.90800000,  4.16800000,  4.07100000,  3.94100000,
7057.66737580,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
7057.76428342,  3.99615300,  3.94100000,  4.10300000,  4.03800000,  3.90800000,
7057.86045742,  3.97238500,  3.90800000,  4.07100000,  3.94100000,  3.97300000,
7057.95742774,  4.02982100,  4.00600000,  4.07100000,  3.97300000,  4.07100000,
7058.05329585,  3.98923500,  3.94100000,  4.00600000,  3.97300000,  4.03800000,
7058.14946270,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
7058.24527740,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
7058.34133244,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
7058.44005919,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
7058.53728056,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
7058.63333941,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
7058.73141885,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
7058.82630038,  4.01280300,  3.94100000,  4.10300000,  4.03800000,  3.97300000,
7058.92341018,  4.02107300,  3.94100000,  4.13600000,  4.00600000,  4.00600000,
7059.01990128,  4.03747700,  3.97300000,  4.10300000,  4.03800000,  4.03800000,
7059.11504006,  4.02944500,  3.97300000,  4.10300000,  4.00600000,  4.03800000,
7059.21059275,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7059.30834198,  4.03759600,  3.97300000,  4.10300000,  4.00600000,  4.07100000,
7059.40429211,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7059.49835014,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
7059.59831858,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7059.69426036,  4.02147700,  3.97300000,  4.10300000,  4.00600000,  4.00600000,
7059.78923821,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7059.88537455,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7059.98436308,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7060.08083367,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
7060.17629361,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7060.27195716,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
7060.36833668,  4.01317400,  3.94100000,  4.07100000,  3.97300000,  4.07100000,
7060.46426153,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
7060.56152010,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7060.65658617,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7060.75646043,  4.01344100,  3.94100000,  4.07100000,  4.03800000,  4.00600000,
7060.85236263,  4.02035300,  3.90800000,  4.13600000,  4.03800000,  4.00600000,
7060.94961119,  4.02944500,  3.97300000,  4.10300000,  4.00600000,  4.03800000,
7061.04431558,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7061.14134526,  4.00488600,  3.90800000,  4.07100000,  4.03800000,  4.00600000,
7061.23631310,  4.02161800,  3.97300000,  4.03800000,  4.03800000,  4.03800000,
7061.33337283,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
7061.43139601,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
7061.52530670,  4.01370200,  4.00600000,  4.00600000,  3.97300000,  4.07100000,
7061.62232423,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
7061.72052670,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7061.81143332,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
7061.90976691,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
7062.01085329,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7062.10669541,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7062.19965720,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7062.29562664,  3.99718900,  3.94100000,  4.07100000,  4.00600000,  3.97300000,
7062.39172029,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
7062.49169111,  4.02173700,  4.00600000,  4.07100000,  3.97300000,  4.03800000,
7062.59092712,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7062.68116117,  4.01396800,  4.00600000,  4.03800000,  4.00600000,  4.00600000,
7062.78112316,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
7062.87868619,  4.03739900,  3.97300000,  4.13600000,  4.00600000,  4.03800000,
7062.97463965,  4.02904100,  3.94100000,  4.13600000,  4.00600000,  4.03800000,
7063.06901217,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
7063.17070866,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7063.26474786,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7063.36473513,  4.06129900,  3.97300000,  4.16800000,  4.03800000,  4.07100000,
7063.46104527,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7063.55684996,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
7063.65128183,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7063.74660850,  4.02107300,  3.94100000,  4.13600000,  4.00600000,  4.00600000,
7063.84564567,  4.02930400,  3.94100000,  4.10300000,  4.00600000,  4.07100000,
7063.93628979,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
7064.03236938,  4.01357400,  3.94100000,  4.03800000,  4.00600000,  4.07100000,
7064.12950826,  4.01317400,  3.94100000,  4.07100000,  3.97300000,  4.07100000,
7064.23246765,  4.03747700,  3.97300000,  4.10300000,  4.03800000,  4.03800000,
7064.32851076,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
7064.42340016,  4.03747700,  3.97300000,  4.10300000,  4.03800000,  4.03800000,
7064.52024627,  4.02904100,  3.94100000,  4.13600000,  4.00600000,  4.03800000,
7064.61823440,  4.04569300,  3.97300000,  4.10300000,  4.03800000,  4.07100000,
7064.71229005,  4.03759600,  3.97300000,  4.10300000,  4.00600000,  4.07100000,
7064.81123304,  4.03823800,  4.00600000,  4.07100000,  4.00600000,  4.07100000,
7064.90617943,  4.03695400,  3.97300000,  4.10300000,  3.97300000,  4.10300000,
7065.00123143,  4.04633600,  4.03800000,  4.07100000,  4.00600000,  4.07100000,
7065.10096669,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
7065.19450164,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
7065.29224539,  4.02109500,  3.97300000,  4.03800000,  3.97300000,  4.10300000,
7065.39124918,  4.04607900,  4.00600000,  4.10300000,  4.00600000,  4.07100000,
7065.48628354,  4.02147300,  3.94100000,  4.07100000,  4.03800000,  4.03800000,
7065.58332229,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
7065.67994905,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7065.77620769,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7065.87134933,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
7065.97006392,  4.02982100,  3.97300000,  4.07100000,  4.00600000,  4.07100000,
7066.06469512,  4.00494500,  3.94100000,  4.07100000,  3.94100000,  4.07100000,
7066.16023040,  4.02982100,  3.97300000,  4.07100000,  4.00600000,  4.07100000,
7066.25832367,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
7066.35227275,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
7066.45026660,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7066.54457855,  4.01317400,  3.94100000,  4.07100000,  3.97300000,  4.07100000,
7066.64140272,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
7066.73853326,  3.99692800,  3.94100000,  4.07100000,  3.94100000,  4.03800000,
7066.83450699,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
7066.93247938,  3.98896800,  3.90800000,  4.03800000,  4.00600000,  4.00600000,
7067.03147078,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
7067.12243676,  3.99600100,  3.90800000,  4.13600000,  4.00600000,  3.94100000,
7067.22144008,  4.01200300,  3.90800000,  4.13600000,  4.03800000,  3.97300000,
7067.31440759,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
7067.41036224,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
7067.51209450,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
7067.60242796,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
7067.70139217,  4.02109500,  3.97300000,  4.10300000,  3.97300000,  4.03800000,
7067.80332756,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
7067.89542723,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
7067.99135089,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
7068.08742309,  4.02930400,  3.94100000,  4.10300000,  4.00600000,  4.07100000,
7068.18332720,  3.99718900,  3.94100000,  4.07100000,  4.00600000,  3.97300000,
7068.28210735,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
7068.38085818,  3.98961700,  3.94100000,  4.00600000,  4.00600000,  4.00600000,
7068.47695971,  4.02944500,  3.97300000,  4.10300000,  4.00600000,  4.03800000,
7068.57365251,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
7068.66993570,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7068.76580429,  3.97292300,  3.94100000,  4.03800000,  3.94100000,  3.97300000,
7068.86386943,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7068.96201205,  3.98042300,  3.90800000,  4.03800000,  3.94100000,  4.03800000,
7069.05851269,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7069.15204167,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
7069.24689746,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7069.34594226,  3.98917100,  3.94100000,  4.03800000,  4.00600000,  3.97300000,
7069.44208884,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7069.53805614,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
7069.63205028,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
7069.73094630,  3.97205400,  3.87600000,  4.07100000,  3.97300000,  3.97300000,
7069.82400131,  4.02918400,  3.94100000,  4.10300000,  4.03800000,  4.03800000,
7069.92096829,  3.98897300,  3.94100000,  4.07100000,  3.97300000,  3.97300000,
7070.02095461,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7070.11926508,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
7070.21317005,  3.98917100,  3.97300000,  4.00600000,  3.94100000,  4.03800000,
7070.31027579,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
7070.40593815,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
7070.50391984,  3.98133300,  3.97300000,  4.00600000,  3.94100000,  4.00600000,
7070.60096788,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
7070.69506884,  3.98923500,  3.97300000,  4.03800000,  3.94100000,  4.00600000,
7070.79297829,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7070.88600254,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
7070.98327661,  4.02970200,  3.97300000,  4.07100000,  4.03800000,  4.03800000,
7071.07703352,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
7071.17725348,  4.02147700,  3.97300000,  4.10300000,  4.00600000,  4.00600000,
7071.27436924,  4.02982100,  3.97300000,  4.07100000,  4.00600000,  4.07100000,
7071.37127066,  4.02982100,  3.97300000,  4.07100000,  4.00600000,  4.07100000,
7071.46859145,  4.03008700,  4.00600000,  4.03800000,  4.00600000,  4.07100000,
7071.56321120,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
7071.65815377,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7071.75324988,  3.99733400,  3.97300000,  4.00600000,  3.97300000,  4.03800000,
7071.85224199,  3.99731900,  3.94100000,  4.00600000,  3.97300000,  4.07100000,
7071.94453096,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
7072.04063392,  3.98858600,  3.97300000,  4.03800000,  3.90800000,  4.03800000,
7072.14066148,  4.02982100,  4.00600000,  4.07100000,  3.97300000,  4.07100000,
7072.23350525,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
7072.33661604,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
7072.43009710,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
7072.52849841,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
7072.62548423,  4.02944500,  3.97300000,  4.10300000,  4.00600000,  4.03800000,
7072.72160935,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
7072.81519985,  3.98917100,  3.94100000,  4.03800000,  4.00600000,  3.97300000,
7072.91098237,  4.06078200,  3.94100000,  4.16800000,  4.10300000,  4.03800000,
7073.00646734,  3.98785100,  3.87600000,  4.10300000,  4.00600000,  3.97300000,
7073.10244846,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
7073.19988751,  3.99668400,  3.94100000,  4.10300000,  3.97300000,  3.97300000,
7073.29843378,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7073.39550424,  4.02918400,  3.94100000,  4.10300000,  4.03800000,  4.03800000,
7073.49162316,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
7073.59276843,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7073.68642735,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
7073.78381395,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7073.87985826,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
7073.97688317,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
7074.07382560,  4.00509100,  3.94100000,  4.07100000,  4.03800000,  3.97300000,
7074.16863418,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
7074.26574588,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
7074.35818911,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
7074.45576692,  4.00509100,  3.97300000,  4.03800000,  3.94100000,  4.07100000,
7074.55538273,  4.00461900,  3.90800000,  4.07100000,  3.97300000,  4.07100000,
7074.65183496,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
7074.75094151,  4.02147300,  3.94100000,  4.07100000,  4.03800000,  4.03800000,
7074.84671569,  4.01278900,  3.94100000,  4.13600000,  4.00600000,  3.97300000,
7074.94237566,  4.00384000,  3.90800000,  4.13600000,  4.03800000,  3.94100000,
7075.03882670,  4.00287600,  3.90800000,  4.16800000,  4.03800000,  3.90800000,
7075.13472295,  4.01121500,  3.94100000,  4.16800000,  4.07100000,  3.87600000,
7075.23187518,  4.02069100,  3.94100000,  4.13600000,  4.03800000,  3.97300000,
7075.32958531,  4.02109500,  3.97300000,  4.10300000,  4.03800000,  3.97300000,
7075.42381048,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
7075.52062511,  4.02167000,  4.00600000,  4.03800000,  3.97300000,  4.07100000,
7075.61835933,  4.04596000,  4.03800000,  4.03800000,  4.00600000,  4.10300000,
7075.71266842,  4.02173700,  4.00600000,  4.07100000,  3.97300000,  4.03800000,
7075.81135297,  4.03747700,  4.03800000,  4.03800000,  3.97300000,  4.10300000,
7075.91030860,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
7076.00496197,  4.02159200,  4.00600000,  4.07100000,  3.94100000,  4.07100000,
7076.10111928,  4.02982100,  4.00600000,  4.07100000,  3.97300000,  4.07100000,
7076.19592357,  4.02983500,  3.97300000,  4.03800000,  4.03800000,  4.07100000,
7076.29399943,  4.03747700,  3.97300000,  4.10300000,  4.03800000,  4.03800000,
7076.39011669,  4.06129900,  3.97300000,  4.16800000,  4.07100000,  4.03800000,
7076.48703361,  4.05320200,  3.97300000,  4.16800000,  4.07100000,  4.00600000,
7076.58205724,  4.04478100,  3.94100000,  4.16800000,  4.07100000,  4.00600000,
7076.67906070,  4.03719200,  3.94100000,  4.13600000,  4.07100000,  4.00600000,
7076.77500772,  4.03636300,  3.94100000,  4.16800000,  4.07100000,  3.97300000,
7076.87197757,  4.03602700,  3.90800000,  4.16800000,  4.07100000,  4.00600000,
7076.97103953,  4.03538400,  3.90800000,  4.16800000,  4.10300000,  3.97300000,
7077.06796932,  4.03636300,  3.94100000,  4.16800000,  4.07100000,  3.97300000,
7077.16300082,  4.04528900,  3.94100000,  4.13600000,  4.07100000,  4.03800000,
7077.26182485,  4.04543100,  3.97300000,  4.13600000,  4.03800000,  4.03800000,
