altitude
time,h,h_0,h_1,h_2,h_3,
seconds,m,m,m,m,m,
3226.50354767,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3226.59855771,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3226.69462895,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
3226.79565144,  3.99771600,  4.00600000,  4.00600000,  3.97300000,  4.00600000,
3226.89259219,  4.00547300,  4.00600000,  4.00600000,  3.94100000,  4.07100000,
3226.98757958,  4.02970200,  4.03800000,  4.03800000,  3.97300000,  4.07100000,
3227.08088279,  4.03747700,  4.03800000,  4.03800000,  3.97300000,  4.10300000,
3227.18166733,  4.02918400,  4.03800000,  4.03800000,  3.94100000,  4.10300000,
3227.27260971,  4.02944500,  4.00600000,  4.03800000,  3.97300000,  4.10300000,
3227.37150288,  4.01358600,  4.00600000,  4.03800000,  3.97300000,  4.03800000,
3227.46755624,  4.00515700,  3.97300000,  4.07100000,  3.94100000,  4.03800000,
3227.56275320,  4.00490000,  3.94100000,  4.10300000,  4.00600000,  3.97300000,
3227.65974545,  4.00461900,  3.90800000,  4.07100000,  4.07100000,  3.97300000,
3227.75580120,  4.02008600,  3.90800000,  4.13600000,  4.07100000,  3.97300000,
3227.85285687,  4.02008600,  3.90800000,  4.13600000,  4.07100000,  3.97300000,
3227.95184946,  4.02877500,  3.94100000,  4.13600000,  4.07100000,  3.97300000,
3228.05077505,  4.02877500,  3.94100000,  4.13600000,  4.07100000,  3.97300000,
3228.14560771,  4.02813400,  3.94100000,  4.16800000,  4.07100000,  3.94100000,
3228.24181533,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
3228.33986759,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
3228.43512654,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3228.53337002,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
3228.62622571,  4.03008700,  4.00600000,  4.07100000,  4.00600000,  4.03800000,
3228.72083211,  3.98108600,  3.97300000,  4.03800000,  3.94100000,  3.97300000,
3228.81782627,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3228.91441894,  3.97292300,  3.94100000,  4.03800000,  3.94100000,  3.97300000,
3229.01015282,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
3229.10815358,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
3229.20447659,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3229.30012798,  3.97238500,  3.90800000,  4.07100000,  3.94100000,  3.97300000,
3229.39615417,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
3229.49218106,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3229.59012556,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
3229.68509793,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3229.78138328,  3.96443600,  3.90800000,  4.03800000,  3.97300000,  3.94100000,
3229.87645340,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
3229.97736883,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3230.07330680,  3.98917100,  3.94100000,  4.03800000,  4.00600000,  3.97300000,
3230.16942382,  3.99653600,  3.90800000,  4.07100000,  3.97300000,  4.03800000,
3230.26833820,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
3230.36503792,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3230.45732450,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3230.55629301,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
3230.65491080,  4.03707300,  3.94100000,  4.13600000,  4.03800000,  4.03800000,
3230.74559951,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
3230.84516525,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
3230.94337249,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3231.03931165,  4.02159200,  3.94100000,  4.07100000,  4.00600000,  4.07100000,
3231.13535047,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3231.23139954,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3231.32732701,  3.98119700,  3.90800000,  4.00600000,  4.00600000,  4.00600000,
3231.42130399,  4.01344100,  3.94100000,  4.07100000,  4.00600000,  4.03800000,
3231.51829219,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
3231.61845374,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
3231.71353340,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3231.81035471,  3.97935800,  3.87600000,  4.13600000,  3.97300000,  3.94100000,
3231.90644169,  4.03663000,  3.94100000,  4.16800000,  4.03800000,  4.00600000,
3232.00452709,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
3232.09745026,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3232.19527793,  3.96402100,  3.87600000,  4.07100000,  3.97300000,  3.94100000,
3232.29141402,  4.00488600,  3.90800000,  4.07100000,  4.00600000,  4.03800000,
3232.38649893,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3232.48355746,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
3232.58340073,  3.97265200,  3.94100000,  4.03800000,  3.90800000,  4.00600000,
3232.67946339,  4.02115300,  4.00600000,  4.03800000,  3.94100000,  4.10300000,
3232.77569366,  3.95658100,  3.94100000,  4.00600000,  3.87600000,  4.00600000,
3232.87364101,  3.99691800,  4.00600000,  4.00600000,  3.90800000,  4.07100000,
3232.96941328,  3.98068400,  3.97300000,  4.00600000,  3.90800000,  4.03800000,
3233.06339645,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
3233.15952611,  3.98133300,  3.94100000,  4.00600000,  3.97300000,  4.00600000,
3233.25756168,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
3233.35151410,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
3233.44750023,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
3233.54340053,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3233.63954997,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
3233.73760438,  4.00490000,  3.94100000,  4.10300000,  3.97300000,  4.00600000,
3233.83279395,  3.95666400,  3.90800000,  4.00600000,  3.94100000,  3.97300000,
3233.93060493,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3234.02758074,  3.96443600,  3.90800000,  4.03800000,  3.94100000,  3.97300000,
3234.12450027,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
3234.21955132,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
3234.31570816,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
3234.41151333,  3.94061600,  3.94100000,  3.94100000,  3.90800000,  3.97300000,
3234.50763893,  4.01317400,  3.94100000,  4.07100000,  3.97300000,  4.07100000,
3234.60505462,  3.97292300,  3.94100000,  4.03800000,  3.94100000,  3.97300000,
3234.70060277,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
3234.79864526,  3.97246800,  3.90800000,  4.03800000,  3.97300000,  3.97300000,
3234.89530754,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3234.99330211,  3.94843200,  3.87600000,  4.00600000,  3.94100000,  3.97300000,
3235.08684278,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
3235.18665385,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
3235.28097248,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3235.37813735,  3.99707300,  3.97300000,  4.03800000,  3.94100000,  4.03800000,
3235.47225809,  3.98042300,  3.94100000,  4.03800000,  3.90800000,  4.03800000,
3235.56823397,  4.00509100,  3.97300000,  4.03800000,  3.94100000,  4.07100000,
3235.66221714,  3.98917100,  3.97300000,  4.00600000,  3.94100000,  4.03800000,
3235.75827718,  4.02115300,  3.94100000,  4.10300000,  4.00600000,  4.03800000,
3235.85431147,  3.99627900,  3.90800000,  4.10300000,  3.97300000,  4.00600000,
3235.95030475,  3.99680100,  3.94100000,  4.10300000,  4.00600000,  3.94100000,
3236.05235100,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
3236.15118909,  4.00350900,  3.87600000,  4.13600000,  4.03800000,  3.97300000,
3236.24824882,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
3236.34490395,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
3236.43818593,  4.00561800,  3.97300000,  4.03800000,  4.00600000,  4.00600000,
3236.53427577,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
3236.63022375,  4.03008700,  4.00600000,  4.07100000,  4.00600000,  4.03800000,
3236.72632146,  4.02193600,  4.00600000,  4.03800000,  4.00600000,  4.03800000,
3236.82444286,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
3236.92126012,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3237.01229525,  4.02944500,  3.97300000,  4.10300000,  4.00600000,  4.03800000,
3237.11228299,  4.00542300,  3.94100000,  4.03800000,  4.00600000,  4.03800000,
3237.20717812,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3237.30826139,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3237.40429688,  3.99668400,  3.94100000,  4.10300000,  3.97300000,  3.97300000,
3237.50035310,  3.98818000,  3.90800000,  4.10300000,  4.00600000,  3.94100000,
3237.59830570,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3237.69367862,  4.00561800,  3.97300000,  4.03800000,  4.00600000,  4.00600000,
3237.78824115,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
3237.88482404,  4.02193600,  4.00600000,  4.03800000,  4.00600000,  4.03800000,
3237.97690773,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
3238.07843757,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
3238.16898441,  3.98107200,  3.94100000,  4.03800000,  3.94100000,  4.00600000,
3238.26995993,  3.98133300,  3.94100000,  4.00600000,  3.97300000,  4.00600000,
3238.36685681,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3238.46126223,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
3238.55786800,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3238.65898490,  3.97152200,  3.87600000,  4.07100000,  4.03800000,  3.90800000,
3238.74999475,  4.00410400,  3.87600000,  4.10300000,  4.03800000,  4.00600000,
3238.84738374,  3.97133200,  3.87600000,  4.10300000,  4.00600000,  3.90800000,
3238.94756651,  4.00490000,  3.94100000,  4.10300000,  4.00600000,  3.97300000,
3239.04249549,  3.97217100,  3.87600000,  4.07100000,  4.00600000,  3.94100000,
3239.13861895,  3.99653600,  3.90800000,  4.07100000,  4.03800000,  3.97300000,
3239.23358440,  3.96403400,  3.90800000,  4.07100000,  3.97300000,  3.90800000,
3239.32951570,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3239.42866063,  3.97246800,  3.90800000,  4.03800000,  3.97300000,  3.97300000,
3239.52654386,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
3239.62469840,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
3239.72053194,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
3239.81578016,  3.98133300,  3.94100000,  4.00600000,  3.97300000,  4.00600000,
3239.90697694,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3240.00813007,  3.96417100,  3.87600000,  4.03800000,  3.97300000,  3.97300000,
3240.09988642,  3.99718900,  3.94100000,  4.07100000,  4.00600000,  3.97300000,
3240.19610071,  3.95608400,  3.90800000,  4.03800000,  3.97300000,  3.90800000,
3240.29198861,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
3240.39085793,  3.98837300,  3.90800000,  4.07100000,  4.03800000,  3.94100000,
3240.48548937,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
3240.58399940,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
3240.67909455,  4.01200300,  3.90800000,  4.13600000,  4.03800000,  3.97300000,
3240.78013206,  3.98785100,  3.87600000,  4.10300000,  4.00600000,  3.97300000,
3240.87671828,  4.02069100,  3.94100000,  4.13600000,  4.03800000,  3.97300000,
3240.97194552,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
3241.06799912,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3241.16895604,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3241.25986552,  3.99691800,  3.90800000,  4.07100000,  4.00600000,  4.00600000,
3241.35607219,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3241.45609808,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3241.54807162,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
3241.64869332,  4.03759600,  4.00600000,  4.07100000,  3.97300000,  4.10300000,
3241.74583840,  3.98053500,  3.94100000,  4.00600000,  3.90800000,  4.07100000,
3241.83906794,  4.02167000,  4.00600000,  4.03800000,  3.97300000,  4.07100000,
3241.93708467,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3242.03814173,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
3242.12907863,  4.02107300,  3.94100000,  4.13600000,  4.00600000,  4.00600000,
3242.22806883,  3.97217100,  3.87600000,  4.07100000,  4.00600000,  3.94100000,
3242.32530856,  4.01200300,  3.90800000,  4.13600000,  4.03800000,  3.97300000,
3242.41814089,  3.99480800,  3.87600000,  4.13600000,  4.07100000,  3.90800000,
3242.51726389,  3.97882800,  3.84300000,  4.10300000,  4.03800000,  3.94100000,
3242.61376381,  4.03538400,  3.90800000,  4.16800000,  4.10300000,  3.97300000,
3242.70779824,  3.96375000,  3.87600000,  4.07100000,  4.00600000,  3.90800000,
3242.80575871,  4.02035300,  3.90800000,  4.13600000,  4.03800000,  4.00600000,
3242.90161037,  3.98863300,  3.90800000,  4.07100000,  4.00600000,  3.97300000,
3242.99969721,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3243.09778333,  3.98068400,  3.90800000,  4.03800000,  4.00600000,  3.97300000,
3243.19373846,  4.02173700,  3.97300000,  4.03800000,  4.00600000,  4.07100000,
3243.29178548,  3.99733400,  3.97300000,  4.03800000,  3.97300000,  4.00600000,
3243.38533664,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
3243.48285127,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3243.57995486,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
3243.67384100,  3.98068400,  3.90800000,  4.03800000,  4.00600000,  3.97300000,
3243.76970291,  4.02944500,  3.97300000,  4.10300000,  4.00600000,  4.03800000,
3243.86894441,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3243.95983553,  3.96508500,  3.94100000,  4.00600000,  3.94100000,  3.97300000,
3244.05677104,  4.03008700,  4.00600000,  4.07100000,  4.00600000,  4.03800000,
3244.15577579,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3244.25186491,  4.02970200,  3.97300000,  4.07100000,  4.03800000,  4.03800000,
3244.34798193,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3244.44578886,  3.98917100,  3.94100000,  4.03800000,  3.97300000,  4.00600000,
3244.54113245,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
3244.63886929,  3.98107200,  3.94100000,  4.00600000,  3.94100000,  4.03800000,
3244.73811221,  4.01332000,  3.97300000,  4.03800000,  3.97300000,  4.07100000,
3244.83401012,  4.00509100,  3.97300000,  4.03800000,  3.94100000,  4.07100000,
3244.92611003,  3.98891000,  3.94100000,  4.03800000,  3.94100000,  4.03800000,
3245.02541208,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3245.11793351,  3.97238500,  3.90800000,  4.07100000,  3.94100000,  3.97300000,
3245.21950769,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3245.31796980,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
3245.41601610,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3245.50773406,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
3245.60703969,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
3245.70275187,  4.00418200,  3.90800000,  4.10300000,  4.03800000,  3.97300000,
3245.79779458,  3.98806300,  3.90800000,  4.10300000,  3.97300000,  3.97300000,
3245.89571643,  4.03602700,  3.90800000,  4.16800000,  4.07100000,  4.00600000,
3245.98981333,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3246.08790994,  3.99534600,  3.87600000,  4.13600000,  4.03800000,  3.94100000,
3246.18331265,  3.99627900,  3.90800000,  4.10300000,  4.00600000,  3.97300000,
3246.27913570,  4.01200300,  3.90800000,  4.13600000,  4.03800000,  3.97300000,
3246.37180448,  3.99745500,  3.94100000,  4.03800000,  4.00600000,  4.00600000,
3246.47276330,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3246.57167840,  4.02982100,  4.00600000,  4.07100000,  3.97300000,  4.07100000,
3246.66891503,  4.02167000,  4.00600000,  4.03800000,  3.97300000,  4.07100000,
3246.76073837,  4.00490000,  3.97300000,  4.00600000,  3.94100000,  4.10300000,
3246.85969257,  4.01344100,  4.00600000,  4.03800000,  3.94100000,  4.07100000,
3246.95774150,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
3247.04885316,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
3247.14486456,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
3247.24072313,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3247.33766246,  4.02167000,  3.97300000,  4.07100000,  4.03800000,  4.00600000,
3247.43376255,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3247.53366041,  4.01185700,  3.90800000,  4.13600000,  4.07100000,  3.94100000,
3247.63319778,  3.99692800,  3.94100000,  4.07100000,  4.03800000,  3.94100000,
3247.73064709,  3.99718900,  3.94100000,  4.07100000,  4.00600000,  3.97300000,
3247.82538509,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
3247.92245293,  4.00542300,  3.94100000,  4.03800000,  4.00600000,  4.03800000,
3248.01861882,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
3248.11739349,  3.98095500,  3.94100000,  4.03800000,  3.97300000,  3.97300000,
3248.21054101,  4.02970200,  3.97300000,  4.07100000,  4.03800000,  4.03800000,
3248.30766821,  3.98917100,  3.94100000,  4.03800000,  4.00600000,  3.97300000,
3248.40345645,  4.03739900,  3.97300000,  4.13600000,  4.03800000,  4.00600000,
3248.49753022,  3.95532500,  3.84300000,  4.07100000,  3.97300000,  3.94100000,
3248.59550548,  4.02068300,  3.90800000,  4.10300000,  4.07100000,  4.00600000,
3248.69147849,  3.97166200,  3.84300000,  4.03800000,  4.03800000,  3.97300000,
3248.78773308,  3.98863300,  3.90800000,  4.07100000,  3.97300000,  4.00600000,
3248.88466907,  4.02159200,  3.94100000,  4.07100000,  4.00600000,  4.07100000,
3248.98247480,  3.95613900,  3.87600000,  4.03800000,  3.94100000,  3.97300000,
3249.08000684,  4.00541700,  3.97300000,  4.00600000,  3.97300000,  4.07100000,
3249.17677259,  3.98042300,  3.90800000,  4.03800000,  3.94100000,  4.03800000,
3249.27159691,  3.98923500,  3.94100000,  4.00600000,  3.97300000,  4.03800000,
3249.36889672,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3249.46557593,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
3249.56061482,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3249.65667844,  3.98041800,  3.90800000,  4.07100000,  3.97300000,  3.97300000,
3249.75511646,  4.00456300,  3.90800000,  4.10300000,  4.00600000,  4.00600000,
3249.84859085,  3.98909000,  3.94100000,  4.07100000,  3.94100000,  4.00600000,
3249.94710684,  3.99707300,  3.94100000,  4.03800000,  3.97300000,  4.03800000,
3250.04491448,  4.00542300,  3.94100000,  4.03800000,  4.00600000,  4.03800000,
3250.14251637,  4.01358600,  4.00600000,  4.03800000,  3.97300000,  4.03800000,
3250.23768711,  3.98923500,  3.94100000,  4.00600000,  3.97300000,  4.03800000,
3250.33273578,  4.01358600,  3.97300000,  4.03800000,  4.00600000,  4.03800000,
3250.43061948,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3250.52616858,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3250.62251616,  3.99627900,  3.90800000,  4.10300000,  3.97300000,  4.00600000,
3250.71962428,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3250.81561780,  4.01370200,  3.97300000,  4.07100000,  4.00600000,  4.00600000,
3250.90864348,  4.02107300,  3.94100000,  4.13600000,  4.00600000,  4.00600000,
3251.00859666,  4.02918400,  3.94100000,  4.10300000,  4.03800000,  4.03800000,
3251.10564017,  4.02904100,  3.94100000,  4.13600000,  4.03800000,  4.00600000,
3251.19976258,  4.02787600,  3.90800000,  4.16800000,  4.03800000,  4.00600000,
3251.29581308,  4.03719200,  3.94100000,  4.13600000,  4.07100000,  4.00600000,
3251.39280915,  4.02069100,  3.94100000,  4.13600000,  4.03800000,  3.97300000,
3251.49294496,  4.04569300,  3.97300000,  4.10300000,  4.07100000,  4.03800000,
3251.58506107,  4.05364700,  3.97300000,  4.13600000,  4.03800000,  4.07100000,
3251.68184733,  4.02957800,  4.00600000,  4.10300000,  3.97300000,  4.03800000,
3251.77788782,  4.02140300,  3.97300000,  4.07100000,  3.97300000,  4.07100000,
3251.87377834,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3251.97326136,  4.03759600,  3.97300000,  4.10300000,  4.00600000,  4.07100000,
3252.07222652,  4.02944500,  3.97300000,  4.10300000,  4.03800000,  4.00600000,
3252.16589975,  4.04596000,  4.00600000,  4.10300000,  4.03800000,  4.03800000,
3252.26732087,  4.02944500,  3.97300000,  4.10300000,  4.03800000,  4.00600000,
3252.36020446,  4.03707300,  3.94100000,  4.13600000,  4.03800000,  4.03800000,
3252.45598507,  4.05339100,  3.97300000,  4.13600000,  4.10300000,  4.00600000,
3252.55581450,  4.03668400,  3.90800000,  4.10300000,  4.10300000,  4.03800000,
3252.64785194,  4.02760900,  3.90800000,  4.16800000,  4.07100000,  3.97300000,
3252.74385858,  4.04555000,  3.97300000,  4.13600000,  4.07100000,  4.00600000,
3252.84079456,  4.03719200,  3.94100000,  4.13600000,  4.07100000,  4.00600000,
3252.93883443,  4.04478100,  3.94100000,  4.16800000,  4.07100000,  4.00600000,
3253.03783727,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3253.13179374,  4.02115300,  3.94100000,  4.10300000,  4.03800000,  4.00600000,
3253.22979450,  4.05423900,  4.03800000,  4.10300000,  4.00600000,  4.07100000,
3253.32181859,  4.03008700,  4.00600000,  4.07100000,  4.00600000,  4.03800000,
3253.42434573,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3253.51884055,  4.01332000,  3.97300000,  4.07100000,  3.97300000,  4.03800000,
3253.61694765,  4.02957800,  4.00600000,  4.10300000,  3.97300000,  4.03800000,
3253.71378660,  4.02917800,  3.97300000,  4.10300000,  3.97300000,  4.07100000,
3253.80973554,  4.02147700,  3.97300000,  4.10300000,  4.00600000,  4.00600000,
3253.90826988,  4.02109500,  3.97300000,  4.10300000,  3.97300000,  4.03800000,
3254.00202703,  4.02147700,  3.97300000,  4.10300000,  4.00600000,  4.00600000,
3254.09607005,  4.01318400,  3.94100000,  4.10300000,  4.00600000,  4.00600000,
3254.19702983,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
3254.28825879,  3.99718900,  3.94100000,  4.07100000,  3.97300000,  4.00600000,
3254.38903403,  3.99692800,  3.94100000,  4.07100000,  3.94100000,  4.03800000,
3254.48036504,  3.98108600,  3.97300000,  4.03800000,  3.94100000,  3.97300000,
3254.57995391,  4.00509100,  3.94100000,  4.07100000,  3.97300000,  4.03800000,
3254.68069077,  3.97323400,  3.94100000,  4.00600000,  3.94100000,  4.00600000,
3254.77533197,  4.00523600,  3.97300000,  4.03800000,  3.97300000,  4.03800000,
3254.87365198,  3.97265200,  3.90800000,  4.00600000,  3.94100000,  4.03800000,
3254.96913719,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3255.05999732,  3.98068400,  3.90800000,  4.03800000,  3.97300000,  4.00600000,
3255.15715790,  4.00547300,  3.94100000,  4.07100000,  4.00600000,  4.00600000,
3255.25806570,  3.98027000,  3.87600000,  4.07100000,  4.00600000,  3.97300000,
3255.35407591,  4.02904100,  3.94100000,  4.13600000,  4.00600000,  4.03800000,
3255.45002365,  3.98785100,  3.87600000,  4.10300000,  4.00600000,  3.97300000,
3255.54518723,  4.02760900,  3.90800000,  4.16800000,  4.07100000,  3.97300000,
3255.64010239,  3.98750800,  3.87600000,  4.13600000,  4.00600000,  3.94100000,
3255.73907948,  4.02787600,  3.90800000,  4.16800000,  4.03800000,  4.00600000,
3255.83907676,  4.01253200,  3.90800000,  4.10300000,  4.03800000,  4.00600000,
3255.93622327,  4.00541700,  3.97300000,  4.07100000,  3.97300000,  4.00600000,
3256.03118587,  4.04633600,  4.03800000,  4.07100000,  4.00600000,  4.07100000,
3256.12599039,  4.02167000,  4.00600000,  4.03800000,  3.97300000,  4.07100000,
3256.22464108,  4.01344100,  4.00600000,  4.03800000,  3.94100000,  4.07100000,
3256.31826568,  4.01344100,  4.00600000,  4.03800000,  3.94100000,  4.07100000,
3256.41636109,  4.02115300,  4.00600000,  4.03800000,  3.94100000,  4.10300000,
3256.51029181,  4.02982100,  4.00600000,  4.07100000,  3.97300000,  4.07100000,
3256.60820603,  4.02917800,  3.97300000,  4.07100000,  3.97300000,  4.10300000,
3256.70432186,  4.02167000,  3.97300000,  4.07100000,  4.00600000,  4.03800000,
3256.79927969,  4.03747700,  3.97300000,  4.10300000,  4.03800000,  4.03800000,
3256.89823651,  4.05339100,  3.97300000,  4.13600000,  4.10300000,  4.00600000,
3256.99568129,  4.04528900,  3.94100000,  4.13600000,  4.07100000,  4.03800000,
3257.09447289,  4.04412400,  3.90800000,  4.16800000,  4.07100000,  4.03800000,
3257.19035482,  4.03663000,  3.94100000,  4.16800000,  4.03800000,  4.00600000,
3257.28435159,  4.01905200,  3.87600000,  4.16800000,  4.07100000,  3.97300000,
3257.37853122,  4.02877500,  3.94100000,  4.13600000,  4.07100000,  3.97300000,
3257.47765303,  4.04528900,  3.94100000,  4.13600000,  4.07100000,  4.03800000,
3257.57151389,  4.04543100,  3.97300000,  4.13600000,  4.03800000,  4.03800000,
3257.67038226,  4.02944500,  3.97300000,  4.10300000,  4.03800000,  4.00600000,
