depth
time,pressure,depth_raw,depth_filt,
seconds,Pa,m,m,
3383.39952564,20964.46970000,  2.13780000,  2.12950000,
3383.50958419,20965.61410000,  2.13790000,  2.13040000,
3383.61031294,20981.44510000,  2.13950000,  2.13130000,
3383.71007657,20986.02280000,  2.14000000,  2.13220000,
3383.81218529,20990.21890000,  2.14040000,  2.13300000,
3383.91088223,20982.20800000,  2.13960000,  2.13360000,
3384.01105428,21014.82380000,  2.14290000,  2.13460000,
3384.10173416,21030.65480000,  2.14450000,  2.13560000,
3384.21211219,21033.89730000,  2.14490000,  2.13650000,
3384.31375003,21004.52410000,  2.14190000,  2.13700000,
3384.41506577,21000.90010000,  2.14150000,  2.13750000,
3384.51322103,20962.94380000,  2.13760000,  2.13750000,
3384.61426306,20898.85680000,  2.13110000,  2.13690000,
3384.71510434,20991.36330000,  2.14050000,  2.13720000,
3384.81509447,21012.72570000,  2.14270000,  2.13780000,
3384.91612053,20987.35790000,  2.14010000,  2.13800000,
3385.01827025,21014.63300000,  2.14290000,  2.13850000,
3385.11722350,21044.76920000,  2.14600000,  2.13920000,
3385.21733451,21077.38490000,  2.14930000,  2.14020000,
3385.31954575,21100.65460000,  2.15170000,  2.14140000,
3385.42048597,21117.82080000,  2.15340000,  2.14260000,
3385.51797605,21118.77450000,  2.15350000,  2.14370000,
3385.61940694,21100.65460000,  2.15170000,  2.14450000,
3385.72067428,21103.13420000,  2.15190000,  2.14520000,
3385.82029724,21077.95710000,  2.14940000,  2.14560000,
3385.92170334,21083.10700000,  2.14990000,  2.14610000,
3386.02134252,21116.29490000,  2.15330000,  2.14680000,
3386.12306190,21142.42560000,  2.15590000,  2.14770000,
3386.22333336,21110.57280000,  2.15270000,  2.14820000,
3386.30105829,21092.45300000,  2.15080000,  2.14850000,
3386.42408156,21121.06330000,  2.15370000,  2.14900000,
3386.52421212,21171.60810000,  2.15890000,  2.15000000,
3386.62413526,21153.29750000,  2.15700000,  2.15070000,
3386.72448874,21175.61350000,  2.15930000,  2.15150000,
3386.82498860,21155.39560000,  2.15720000,  2.15210000,
3386.92534781,21197.73880000,  2.16160000,  2.15310000,
3387.02610517,21200.98130000,  2.16190000,  2.15390000,
3387.12516189,21242.37090000,  2.16610000,  2.15520000,
3387.22723794,21237.79320000,  2.16570000,  2.15620000,
3387.32419777,21238.17470000,  2.16570000,  2.15720000,
3387.43052363,21249.23730000,  2.16680000,  2.15810000,
3387.52817082,21230.73600000,  2.16490000,  2.15880000,
3387.62425327,21215.47720000,  2.16340000,  2.15930000,
3387.73032689,21216.43090000,  2.16350000,  2.15970000,
3387.83165336,21180.57270000,  2.15980000,  2.15970000,
3387.93209863,21175.04130000,  2.15930000,  2.15970000,
3388.03129077,21202.31650000,  2.16200000,  2.15990000,
3388.13213134,21235.69510000,  2.16540000,  2.16040000,
3388.23227525,21248.47440000,  2.16670000,  2.16110000,
3388.33400798,21261.44440000,  2.16810000,  2.16180000,
3388.43502903,21263.54250000,  2.16830000,  2.16240000,
3388.53316736,21260.10920000,  2.16790000,  2.16300000,
3388.62417436,21229.21010000,  2.16480000,  2.16320000,
3388.73520708,21255.91310000,  2.16750000,  2.16360000,
3388.83497882,21304.74130000,  2.17250000,  2.16450000,
3388.93505836,21284.52340000,  2.17040000,  2.16510000,
3389.03601027,21195.06850000,  2.16130000,  2.16470000,
3389.13725948,21216.62160000,  2.16350000,  2.16460000,
3389.23625159,21254.00570000,  2.16730000,  2.16480000,
3389.33720493,21253.62420000,  2.16730000,  2.16510000,
3389.43815565,21237.98400000,  2.16570000,  2.16510000,
3389.53953791,21240.84500000,  2.16600000,  2.16520000,
3389.63928080,21223.67880000,  2.16420000,  2.16510000,
3389.73981357,21242.75230000,  2.16620000,  2.16520000,
3389.84065056,21201.55350000,  2.16200000,  2.16490000,
3389.94186640,21208.22930000,  2.16260000,  2.16470000,
3390.04146481,21218.71970000,  2.16370000,  2.16460000,
3390.14166546,21219.86410000,  2.16380000,  2.16450000,
3390.24298525,21211.85320000,  2.16300000,  2.16440000,
3390.34425116,21194.11490000,  2.16120000,  2.16400000,
3390.44333124,21232.07120000,  2.16510000,  2.16410000,
3390.54433680,21243.89680000,  2.16630000,  2.16440000,
3390.64546466,21254.76870000,  2.16740000,  2.16470000,
3390.72447848,21239.12840000,  2.16580000,  2.16480000,
3390.84530783,21216.24010000,  2.16350000,  2.16460000,
3390.94716311,21234.16930000,  2.16530000,  2.16470000,
3391.04535651,21262.20730000,  2.16810000,  2.16500000,
3391.14625359,21291.00830000,  2.17110000,  2.16570000,
3391.24824619,21272.50700000,  2.16920000,  2.16600000,
3391.34746623,21266.40350000,  2.16860000,  2.16630000,
3391.44817781,21236.64880000,  2.16550000,  2.16620000,
3391.54834676,21265.06840000,  2.16840000,  2.16640000,
3391.65007234,21261.82590000,  2.16810000,  2.16660000,
3391.74969769,21269.26450000,  2.16890000,  2.16680000,
3391.85056400,21229.21010000,  2.16480000,  2.16660000,
3391.95082021,21245.04120000,  2.16640000,  2.16660000,
3392.05136776,21259.34630000,  2.16790000,  2.16670000,
3392.15132928,21241.03570000,  2.16600000,  2.16660000,
3392.25125694,21274.22370000,  2.16940000,  2.16690000,
3392.35235834,21269.07380000,  2.16880000,  2.16710000,
3392.45472050,21276.51250000,  2.16960000,  2.16740000,
3392.55365324,21263.73320000,  2.16830000,  2.16740000,
3392.65361381,21261.06290000,  2.16800000,  2.16750000,
3392.74972391,21271.93480000,  2.16910000,  2.16770000,
3392.85558343,21248.28370000,  2.16670000,  2.16760000,
3392.95523167,21245.23190000,  2.16640000,  2.16750000,
3393.05512118,21212.42540000,  2.16310000,  2.16700000,
3393.15616131,21228.25650000,  2.16470000,  2.16680000,
3393.25785208,21174.85060000,  2.15920000,  2.16600000,
3393.35757446,21125.45020000,  2.15420000,  2.16480000,
3393.45920086,21149.29210000,  2.15660000,  2.16400000,
3393.55864334,21134.98690000,  2.15520000,  2.16310000,
3393.65909386,21170.08220000,  2.15870000,  2.16270000,
3393.76000762,21186.10400000,  2.16040000,  2.16250000,
3393.85978985,21206.13120000,  2.16240000,  2.16250000,
3393.96024776,21214.14210000,  2.16320000,  2.16250000,
3394.06152773,21210.89960000,  2.16290000,  2.16260000,
3394.16219878,21194.49630000,  2.16120000,  2.16240000,
3394.26306438,21151.77160000,  2.15690000,  2.16190000,
3394.36269832,21136.89430000,  2.15540000,  2.16120000,
3394.46349883,21121.25400000,  2.15380000,  2.16050000,
3394.56362033,21149.10140000,  2.15660000,  2.16010000,
3394.66395116,21130.21860000,  2.15470000,  2.15960000,
3394.76469016,21137.08500000,  2.15540000,  2.15910000,
3394.86568356,21115.72270000,  2.15320000,  2.15850000,
3394.96535945,21107.13960000,  2.15230000,  2.15790000,
3395.06538463,21093.78810000,  2.15100000,  2.15720000,
3395.16646886,21098.17510000,  2.15140000,  2.15660000,
3395.26612830,21099.89170000,  2.15160000,  2.15610000,
3395.36744833,21100.84530000,  2.15170000,  2.15570000,
3395.46856427,21104.66010000,  2.15210000,  2.15530000,
3395.57018232,21096.07700000,  2.15120000,  2.15490000,
3395.65069366,21131.17220000,  2.15480000,  2.15490000,
3395.77041435,21123.92430000,  2.15400000,  2.15480000,
3395.87004495,21095.12330000,  2.15110000,  2.15440000,
3395.97068357,21075.47760000,  2.14910000,  2.15390000,
3396.04980063,21068.99260000,  2.14840000,  2.15340000,
3396.17112422,21093.40670000,  2.15090000,  2.15310000,
3396.24973178,21098.17510000,  2.15140000,  2.15300000,
3396.37351489,21118.96520000,  2.15350000,  2.15300000,
3396.47274804,21122.58920000,  2.15390000,  2.15310000,
3396.57268691,21063.07980000,  2.14780000,  2.15260000,
3396.67436051,21078.72010000,  2.14940000,  2.15230000,
3396.77492356,21042.48040000,  2.14570000,  2.15160000,
3396.87474298,21049.34680000,  2.14640000,  2.15110000,
3396.97493649,21060.40950000,  2.14760000,  2.15070000,
3397.07480574,21052.58930000,  2.14680000,  2.15030000,
3397.17580390,21107.33030000,  2.15230000,  2.15050000,
3397.27707601,21109.80990000,  2.15260000,  2.15070000,
3397.37701416,21100.46390000,  2.15160000,  2.15080000,
3397.47779584,21117.63000000,  2.15340000,  2.15110000,
3397.57800961,21143.95150000,  2.15610000,  2.15160000,
3397.67968297,21117.82080000,  2.15340000,  2.15180000,
3397.78086686,21091.69010000,  2.15080000,  2.15170000,
3397.88020992,21099.89170000,  2.15160000,  2.15170000,
3397.98174977,21117.24860000,  2.15340000,  2.15180000,
3398.08134913,21098.17510000,  2.15140000,  2.15180000,
3398.18198991,21063.27050000,  2.14790000,  2.15140000,
3398.27415371,21093.59740000,  2.15090000,  2.15140000,
3398.38223982,21099.31950000,  2.15150000,  2.15140000,
3398.48225617,21055.64110000,  2.14710000,  2.15090000,
3398.58310318,21058.69290000,  2.14740000,  2.15060000,
3398.68295383,21074.52390000,  2.14900000,  2.15040000,
3398.78402996,21037.52130000,  2.14520000,  2.14990000,
3398.88518763,21046.86730000,  2.14620000,  2.14950000,
3398.98519826,21070.89990000,  2.14860000,  2.14940000,
3399.07591605,21080.24590000,  2.14960000,  2.14950000,
3399.19076681,21032.94360000,  2.14480000,  2.14900000,
3399.29151678,21023.40690000,  2.14380000,  2.14850000,
3399.39048290,21001.85380000,  2.14160000,  2.14780000,
3399.49162269,20998.03910000,  2.14120000,  2.14710000,
3399.59055209,21048.39320000,  2.14630000,  2.14700000,
3399.69067597,21044.19700000,  2.14590000,  2.14690000,
3399.79226160,21036.94910000,  2.14520000,  2.14680000,
3399.89130831,21012.34420000,  2.14270000,  2.14630000,
3399.99189830,21028.93820000,  2.14440000,  2.14610000,
3400.07493305,21050.10980000,  2.14650000,  2.14620000,
3400.19063902,21026.26790000,  2.14410000,  2.14600000,
3400.29115510,21012.91640000,  2.14270000,  2.14560000,
3400.39360595,20965.99560000,  2.13790000,  2.14490000,
3400.49225044,20955.88660000,  2.13690000,  2.14410000,
3400.59230471,20985.45050000,  2.13990000,  2.14370000,
3400.69329596,21013.48860000,  2.14280000,  2.14360000,
3400.77550817,21022.07170000,  2.14370000,  2.14360000,
3400.89442182,21034.27880000,  2.14490000,  2.14370000,
3400.99499059,21000.32790000,  2.14140000,  2.14350000,
3401.09480476,21034.46950000,  2.14490000,  2.14360000,
3401.19538164,21017.30330000,  2.14320000,  2.14360000,
3401.29617476,20972.09910000,  2.13860000,  2.14310000,
3401.39612842,20965.99560000,  2.13790000,  2.14260000,
3401.49753785,20991.17260000,  2.14050000,  2.14240000,
3401.59750915,21010.81830000,  2.14250000,  2.14240000,
3401.69915915,21056.02260000,  2.14710000,  2.14280000,
3401.79852629,21036.37680000,  2.14510000,  2.14310000,
3401.89978981,21037.52130000,  2.14520000,  2.14330000,
3402.00002980,21026.07710000,  2.14410000,  2.14340000,
3402.10137153,21041.71740000,  2.14570000,  2.14360000,
3402.20134664,21014.63300000,  2.14290000,  2.14350000,
3402.30300331,21047.24880000,  2.14620000,  2.14380000,
3402.40196609,21052.58930000,  2.14680000,  2.14410000,
3402.50178838,21112.09870000,  2.15280000,  2.14500000,
3402.60278630,21091.11790000,  2.15070000,  2.14550000,
3402.70502853,21064.60570000,  2.14800000,  2.14580000,
3402.80482459,21081.39040000,  2.14970000,  2.14620000,
3402.89997363,21123.92430000,  2.15400000,  2.14700000,
3403.00482202,21133.46110000,  2.15500000,  2.14780000,
3403.10489082,21167.98410000,  2.15850000,  2.14880000,
3403.20552897,21141.09050000,  2.15580000,  2.14950000,
3403.30585337,21160.16400000,  2.15770000,  2.15040000,
3403.40160537,21169.51000000,  2.15870000,  2.15120000,
3403.50664186,21189.15570000,  2.16070000,  2.15210000,
3403.60961604,21173.13400000,  2.15910000,  2.15280000,
3403.70988035,21119.72810000,  2.15360000,  2.15290000,
3403.80879378,21112.28950000,  2.15290000,  2.15290000,
3403.90964651,21097.22140000,  2.15130000,  2.15270000,
3404.01071334,21108.66550000,  2.15250000,  2.15270000,
3404.11117220,21123.16140000,  2.15400000,  2.15280000,
3404.21012926,21142.04420000,  2.15590000,  2.15310000,
3404.31227040,21145.66810000,  2.15630000,  2.15350000,
3404.41102839,21132.31670000,  2.15490000,  2.15360000,
3404.51210189,21103.13420000,  2.15190000,  2.15340000,
3404.61399984,21102.56200000,  2.15190000,  2.15330000,
3404.71423006,21126.21310000,  2.15430000,  2.15340000,
3404.81339669,21130.98150000,  2.15480000,  2.15350000,
3404.91411710,21062.31680000,  2.14780000,  2.15290000,
3405.01430535,21085.01430000,  2.15010000,  2.15270000,
3405.11503792,21090.35490000,  2.15060000,  2.15250000,
3405.21616054,21084.25140000,  2.15000000,  2.15220000,
3405.31525755,21092.45300000,  2.15080000,  2.15210000,
3405.41719699,21085.20510000,  2.15010000,  2.15190000,
3405.51734424,21089.01980000,  2.15050000,  2.15170000,
3405.61819243,21072.61650000,  2.14880000,  2.15140000,
3405.71751070,21058.88360000,  2.14740000,  2.15100000,
3405.81810760,21072.42580000,  2.14880000,  2.15080000,
3405.90208411,21055.64110000,  2.14710000,  2.15040000,
3406.01956224,21081.39040000,  2.14970000,  2.15040000,
3406.12078667,21064.98710000,  2.14800000,  2.15010000,
3406.22074676,21079.10150000,  2.14950000,  2.15010000,
3406.32036400,21064.79640000,  2.14800000,  2.14990000,
3406.42136168,21057.35770000,  2.14730000,  2.14960000,
3406.52155876,21060.02800000,  2.14750000,  2.14940000,
3406.62267256,21067.46670000,  2.14830000,  2.14930000,
3406.72270966,21072.61650000,  2.14880000,  2.14920000,
3406.82470512,21044.38770000,  2.14590000,  2.14890000,
3406.90077281,21076.62200000,  2.14920000,  2.14890000,
3407.02378964,21046.86730000,  2.14620000,  2.14870000,
3407.12470126,21069.75550000,  2.14850000,  2.14860000,
3407.22583818,21124.30580000,  2.15410000,  2.14920000,
3407.32578826,21110.57280000,  2.15270000,  2.14950000,
3407.42551088,21068.99260000,  2.14840000,  2.14940000,
3407.52650476,21033.13430000,  2.14480000,  2.14900000,
3407.62561131,21053.16150000,  2.14680000,  2.14870000,
3407.72776151,21089.78270000,  2.15060000,  2.14890000,
3407.82612705,21105.99520000,  2.15220000,  2.14930000,
3407.93003893,21139.18310000,  2.15560000,  2.14990000,
3408.02956104,21090.92710000,  2.15070000,  2.15000000,
3408.12597799,21116.48560000,  2.15330000,  2.15030000,
3408.23061109,21185.15030000,  2.16030000,  2.15130000,
3408.33166432,21199.83690000,  2.16180000,  2.15230000,
3408.43067360,21212.42540000,  2.16310000,  2.15340000,
3408.53171134,21216.43090000,  2.16350000,  2.15440000,
3408.63200259,21233.59710000,  2.16520000,  2.15550000,
3408.73293424,21196.97590000,  2.16150000,  2.15610000,
3408.83284664,21203.27020000,  2.16210000,  2.15670000,
3408.93471622,21201.74430000,  2.16200000,  2.15720000,
3409.02594733,21164.16940000,  2.15810000,  2.15730000,
3409.13473034,21175.61350000,  2.15930000,  2.15750000,
3409.23652124,21223.10660000,  2.16420000,  2.15820000,
3409.33573246,21193.54270000,  2.16110000,  2.15850000,
3409.43578482,21179.04680000,  2.15970000,  2.15860000,
3409.53662539,21169.31930000,  2.15870000,  2.15860000,
3409.63789916,21135.17770000,  2.15520000,  2.15830000,
3409.73765111,21120.49110000,  2.15370000,  2.15780000,
3409.83959484,21115.15050000,  2.15310000,  2.15730000,
3409.93952870,21093.40670000,  2.15090000,  2.15670000,
3410.03971982,21110.57280000,  2.15270000,  2.15630000,
3410.14027739,21076.81270000,  2.14920000,  2.15560000,
3410.24128675,21077.38490000,  2.14930000,  2.15500000,
3410.34154415,21085.39580000,  2.15010000,  2.15450000,
3410.44170332,21050.10980000,  2.14650000,  2.15370000,
3410.54228163,21045.72290000,  2.14610000,  2.15290000,
3410.64334273,21059.45580000,  2.14750000,  2.15240000,
3410.72527647,21068.61110000,  2.14840000,  2.15200000,
3410.82637048,21067.27590000,  2.14830000,  2.15160000,
3410.94337273,21070.89990000,  2.14860000,  2.15130000,
3411.02517748,21047.63020000,  2.14630000,  2.15080000,
3411.14470863,21012.91640000,  2.14270000,  2.15000000,
3411.24533868,21035.99540000,  2.14510000,  2.14950000,
3411.34506869,21062.88900000,  2.14780000,  2.14930000,
3411.44591451,21072.42580000,  2.14880000,  2.14930000,
3411.54802036,21068.42040000,  2.14840000,  2.14920000,
3411.64734530,21073.76090000,  2.14890000,  2.14920000,
3411.74721575,21103.13420000,  2.15190000,  2.14940000,
3411.84716654,21101.22680000,  2.15170000,  2.14970000,
3411.94896936,21091.69010000,  2.15080000,  2.14980000,
3412.04897952,21100.08240000,  2.15160000,  2.15000000,
3412.15057874,21132.31670000,  2.15490000,  2.15050000,
3412.25082517,21118.96520000,  2.15350000,  2.15080000,
3412.35220480,21112.67090000,  2.15290000,  2.15100000,
3412.45120311,21122.20770000,  2.15390000,  2.15130000,
3412.55339622,21173.32470000,  2.15910000,  2.15200000,
3412.65211415,21206.32190000,  2.16240000,  2.15310000,
3412.75265384,21248.28370000,  2.16670000,  2.15440000,
3412.85301280,21229.97310000,  2.16490000,  2.15550000,
3412.95071769,21250.19100000,  2.16690000,  2.15660000,
3413.05323243,21228.25650000,  2.16470000,  2.15740000,
3413.15405750,21244.46900000,  2.16630000,  2.15830000,
3413.25577164,21269.26450000,  2.16890000,  2.15940000,
3413.35722470,21259.72780000,  2.16790000,  2.16020000,
3413.45604086,21273.27000000,  2.16930000,  2.16110000,
3413.55592823,21251.14470000,  2.16700000,  2.16170000,
3413.65725875,21255.72230000,  2.16750000,  2.16230000,
3413.75119352,21273.65140000,  2.16930000,  2.16300000,
3413.85745406,21260.10920000,  2.16790000,  2.16350000,
3413.95849085,21241.98940000,  2.16610000,  2.16380000,
3414.06021810,21234.74150000,  2.16530000,  2.16390000,
3414.16142583,21234.93220000,  2.16540000,  2.16410000,
3414.26026392,21242.75230000,  2.16620000,  2.16430000,
3414.36169720,21176.37650000,  2.15940000,  2.16380000,
3414.46100521,21192.58900000,  2.16100000,  2.16350000,
3414.55119634,21210.13660000,  2.16280000,  2.16340000,
3414.66186070,21219.10120000,  2.16370000,  2.16350000,
3414.76221418,21290.81760000,  2.17110000,  2.16420000,
3414.85061431,21272.88850000,  2.16920000,  2.16470000,
3414.96488595,21264.49620000,  2.16840000,  2.16510000,
3415.06399560,21254.76870000,  2.16740000,  2.16530000,
3415.16394854,21229.21010000,  2.16480000,  2.16530000,
3415.26551294,21258.20190000,  2.16770000,  2.16550000,
3415.36491919,21283.18820000,  2.17030000,  2.16600000,
3415.46572423,21274.41440000,  2.16940000,  2.16630000,
3415.56695533,21284.90480000,  2.17050000,  2.16670000,
3415.66568327,21303.97830000,  2.17240000,  2.16730000,
3415.76740980,21307.22080000,  2.17270000,  2.16790000,
3415.86789703,21339.26440000,  2.17600000,  2.16870000,
3415.96798372,21359.86380000,  2.17810000,  2.16960000,
3416.06850767,21402.01620000,  2.18240000,  2.17090000,
3416.16910744,21366.92100000,  2.17880000,  2.17170000,
3416.27003360,21328.58320000,  2.17490000,  2.17200000,
3416.37081861,21364.25070000,  2.17850000,  2.17270000,
3416.47081780,21320.38160000,  2.17410000,  2.17280000,
3416.57117128,21339.64580000,  2.17600000,  2.17310000,
3416.67230678,21353.18800000,  2.17740000,  2.17360000,
3416.77218390,21354.52320000,  2.17760000,  2.17400000,
3416.87230802,21339.45510000,  2.17600000,  2.17420000,
3416.97230697,21363.29700000,  2.17850000,  2.17460000,
3417.07335687,21380.65390000,  2.18020000,  2.17520000,
3417.17438269,21374.93180000,  2.17960000,  2.17560000,
3417.27429724,21368.63760000,  2.17900000,  2.17590000,
3417.35210299,21373.40600000,  2.17950000,  2.17630000,
3417.47525334,21369.01900000,  2.17900000,  2.17660000,
3417.57621646,21382.56120000,  2.18040000,  2.17700000,
3417.67760754,21414.41400000,  2.18370000,  2.17760000,
3417.77744579,21419.18240000,  2.18410000,  2.17830000,
3417.87739778,21440.92620000,  2.18640000,  2.17910000,
3417.97734189,21442.83360000,  2.18660000,  2.17980000,
3418.07914877,21417.65650000,  2.18400000,  2.18020000,
3418.18107700,21417.65650000,  2.18400000,  2.18060000,
3418.27970886,21453.13330000,  2.18760000,  2.18130000,
3418.38049841,21463.24220000,  2.18860000,  2.18210000,
3418.48030829,21471.44390000,  2.18950000,  2.18280000,
3418.58213353,21474.87710000,  2.18980000,  2.18350000,
3418.68113971,21468.77360000,  2.18920000,  2.18410000,
3418.78302431,21474.49560000,  2.18980000,  2.18460000,
3418.88194990,21472.39750000,  2.18960000,  2.18510000,
3418.98304009,21475.64000000,  2.18990000,  2.18560000,
3419.08325338,21450.08150000,  2.18730000,  2.18580000,
3419.18461204,21428.90990000,  2.18510000,  2.18570000,
3419.28555107,21447.41120000,  2.18700000,  2.18580000,
3419.38450384,21448.36490000,  2.18710000,  2.18600000,
3419.48563623,21465.53110000,  2.18890000,  2.18630000,
3419.58654666,21455.42210000,  2.18780000,  2.18640000,
3419.69145226,21389.42770000,  2.18110000,  2.18590000,
3419.77552032,21421.08980000,  2.18430000,  2.18570000,
3419.89168763,21416.70290000,  2.18390000,  2.18560000,
3419.99096131,21363.48770000,  2.17850000,  2.18480000,
3420.09322667,21381.98900000,  2.18040000,  2.18440000,
3420.19156933,21435.58560000,  2.18580000,  2.18450000,
3420.27683830,21420.51760000,  2.18430000,  2.18450000,
3420.37555671,21443.78730000,  2.18670000,  2.18470000,
3420.49156618,21381.22610000,  2.18030000,  2.18430000,
3420.59161568,21313.32440000,  2.17340000,  2.18320000,
3420.69265103,21363.10630000,  2.17840000,  2.18270000,
3420.79256558,21415.74920000,  2.18380000,  2.18280000,
3420.87449312,21455.80360000,  2.18790000,  2.18330000,
3420.99333358,21433.67830000,  2.18560000,  2.18360000,
3421.09349561,21432.72460000,  2.18550000,  2.18380000,
3421.19447732,21440.73550000,  2.18630000,  2.18400000,
3421.29361248,21449.12780000,  2.18720000,  2.18430000,
3421.39360952,21430.81730000,  2.18530000,  2.18440000,
3421.49466372,21427.76550000,  2.18500000,  2.18450000,
3421.59567928,21469.15500000,  2.18920000,  2.18500000,
3421.69761658,21522.17940000,  2.19470000,  2.18590000,
3421.79768515,21505.20400000,  2.19290000,  2.18660000,
3421.89675760,21515.31300000,  2.19400000,  2.18740000,
3421.99773550,21518.55550000,  2.19430000,  2.18810000,
3422.09868455,21517.41100000,  2.19420000,  2.18870000,
3422.19874811,21487.27490000,  2.19110000,  2.18890000,
3422.30046344,21502.34300000,  2.19260000,  2.18930000,
3422.40112352,21540.49000000,  2.19650000,  2.19000000,
3422.49970055,21486.32120000,  2.19100000,  2.19010000,
3422.60155463,21476.02150000,  2.18990000,  2.19010000,
3422.70269442,21462.86080000,  2.18860000,  2.18990000,
3422.80291748,21484.79530000,  2.19080000,  2.19000000,
3422.90230036,21498.90970000,  2.19230000,  2.19030000,
3423.00270462,21502.34300000,  2.19260000,  2.19050000,
3423.10464525,21455.61280000,  2.18790000,  2.19020000,
3423.20377588,21473.54190000,  2.18970000,  2.19020000,
3423.30376720,21504.63180000,  2.19290000,  2.19040000,
3423.40507221,21508.06500000,  2.19320000,  2.19070000,
3423.50560713,21490.32660000,  2.19140000,  2.19080000,
3423.60666633,21460.76270000,  2.18840000,  2.19050000,
3423.70571589,21456.56650000,  2.18800000,  2.19030000,
3423.80122876,21502.34300000,  2.19260000,  2.19050000,
3423.90667963,21472.20680000,  2.18960000,  2.19040000,
3424.00777721,21494.90430000,  2.19190000,  2.19060000,
3424.11031866,21532.86060000,  2.19570000,  2.19110000,
3424.20790291,21555.74880000,  2.19810000,  2.19180000,
3424.30932140,21563.37820000,  2.19890000,  2.19250000,
3424.41059685,21556.51180000,  2.19820000,  2.19310000,
3424.51029611,21554.98590000,  2.19800000,  2.19360000,
3424.61178184,21590.65340000,  2.20160000,  2.19440000,
3424.71162677,21591.03480000,  2.20170000,  2.19510000,
3424.81086659,21594.65880000,  2.20200000,  2.19580000,
3424.91348481,21613.73230000,  2.20400000,  2.19660000,
3425.01316571,21659.12730000,  2.20860000,  2.19780000,
3425.11266279,21674.19540000,  2.21020000,  2.19900000,
3425.21368909,21691.93380000,  2.21200000,  2.20030000,
3425.31541705,21661.41610000,  2.20880000,  2.20120000,
3425.41446137,21704.52230000,  2.21320000,  2.20240000,
3425.50207734,21710.62580000,  2.21390000,  2.20350000,
3425.61568379,21748.39140000,  2.21770000,  2.20500000,
3425.71565676,21739.04540000,  2.21680000,  2.20610000,
3425.81708884,21720.35330000,  2.21490000,  2.20700000,
3425.91695547,21713.48680000,  2.21420000,  2.20770000,
3426.01796770,21722.83290000,  2.21510000,  2.20850000,
3426.11778402,21742.09710000,  2.21710000,  2.20930000,
3426.21871233,21736.37510000,  2.21650000,  2.21000000,
3426.32017994,21716.15710000,  2.21440000,  2.21050000,
3426.41867805,21701.66130000,  2.21300000,  2.21070000,
3426.52077532,21727.02900000,  2.21550000,  2.21120000,
3426.62133050,21711.77020000,  2.21400000,  2.21150000,
3426.72119665,21713.86830000,  2.21420000,  2.21180000,
3426.80054379,21758.50030000,  2.21870000,  2.21250000,
3426.92192149,21729.31790000,  2.21580000,  2.21280000,
3427.02384782,21768.03710000,  2.21970000,  2.21350000,
3427.12277699,21748.96360000,  2.21780000,  2.21390000,
3427.22369814,21763.65020000,  2.21930000,  2.21440000,
3427.32413077,21756.02080000,  2.21850000,  2.21490000,
3427.42378426,21722.64210000,  2.21510000,  2.21490000,
3427.52494788,21723.59580000,  2.21520000,  2.21490000,
3427.62655663,21698.99100000,  2.21270000,  2.21470000,
3427.72561908,21712.72390000,  2.21410000,  2.21460000,
3427.82574344,21728.17340000,  2.21570000,  2.21470000,
3427.92691445,21748.96360000,  2.21780000,  2.21500000,
3428.02809739,21708.14620000,  2.21360000,  2.21490000,
3428.12487268,21698.60950000,  2.21260000,  2.21470000,
3428.23029518,21714.44050000,  2.21430000,  2.21460000,
3428.32899117,21698.41880000,  2.21260000,  2.21440000,
3428.43018174,21690.40790000,  2.21180000,  2.21420000,
3428.52990437,21679.72670000,  2.21070000,  2.21380000,
3428.62595940,21704.90380000,  2.21330000,  2.21380000,
3428.73128533,21702.99640000,  2.21310000,  2.21370000,
3428.83094406,21706.62040000,  2.21350000,  2.21370000,
3428.93194270,21643.48700000,  2.20700000,  2.21300000,
3429.03256631,21647.87390000,  2.20750000,  2.21250000,
3429.13311768,21675.53050000,  2.21030000,  2.21220000,
3429.23487043,21672.09730000,  2.20990000,  2.21200000,
3429.33298635,21689.64490000,  2.21170000,  2.21200000,
3429.43439770,21692.31520000,  2.21200000,  2.21200000,
3429.53474689,21669.04550000,  2.20960000,  2.21170000,
3429.63487792,21711.57950000,  2.21400000,  2.21200000,
3429.72570992,21749.91730000,  2.21790000,  2.21260000,
3429.82598329,21688.88200000,  2.21170000,  2.21250000,
3429.93596888,21700.51680000,  2.21280000,  2.21250000,
3430.03730941,21711.38870000,  2.21390000,  2.21260000,
3430.13823128,21737.90090000,  2.21660000,  2.21300000,
3430.23903584,21752.01530000,  2.21810000,  2.21360000,
3430.33921885,21725.12170000,  2.21530000,  2.21370000,
3430.44097257,21730.08080000,  2.21590000,  2.21390000,
3430.53896809,21735.99360000,  2.21650000,  2.21420000,
3430.64055777,21720.16260000,  2.21480000,  2.21430000,
3430.74142051,21733.51400000,  2.21620000,  2.21450000,
3430.82518101,21719.97180000,  2.21480000,  2.21450000,
3430.94094896,21725.50320000,  2.21540000,  2.21460000,
3431.02516103,21705.47600000,  2.21330000,  2.21450000,
3431.14188552,21758.69110000,  2.21880000,  2.21490000,
3431.24308491,21786.15690000,  2.22160000,  2.21560000,
3431.34298301,21783.10520000,  2.22130000,  2.21610000,
3431.44486046,21818.00970000,  2.22480000,  2.21700000,
3431.54420233,21799.12690000,  2.22290000,  2.21760000,
3431.64528751,21809.23590000,  2.22390000,  2.21820000,
