DVL
time,v_x,v_y,v_z,data\_good,
seconds,m/s,m/s,m/s,bool,
5216.30654144,  1.33100000, -0.13200000, -0.04900000,  1.00000000,
5216.40036178,  1.38200000, -0.08300000, -0.05000000,  1.00000000,
5216.49820113,  1.37200000, -0.06200000, -0.05000000,  1.00000000,
5216.59573054,  1.36000000, -0.08600000, -0.06400000,  1.00000000,
5216.68944097,  1.35900000, -0.07300000, -0.05600000,  1.00000000,
5216.78323603,  1.41500000, -0.10600000, -0.08000000,  1.00000000,
5216.88123870,  1.38900000, -0.09400000, -0.05900000,  1.00000000,
5216.98027778,  1.38200000, -0.05800000, -0.03800000,  1.00000000,
5217.07926869,  1.35100000, -0.11100000, -0.04200000,  1.00000000,
5217.17618608,  1.37300000, -0.09800000, -0.03100000,  1.00000000,
5217.27121019,  1.38300000, -0.13000000, -0.04500000,  1.00000000,
5217.36320949,  1.40000000, -0.07200000, -0.01200000,  1.00000000,
5217.46525812,  1.34100000, -0.11200000, -0.02000000,  1.00000000,
5217.56036401,  1.37000000, -0.13300000, -0.03800000,  1.00000000,
5217.65725255,  1.37900000, -0.11500000,  0.00700000,  1.00000000,
5217.75222921,  1.35000000, -0.10100000, -0.00700000,  1.00000000,
5217.84725714,  1.33500000, -0.09200000, -0.01000000,  1.00000000,
5217.94330907,  1.34700000, -0.09700000, -0.00300000,  1.00000000,
5218.04214859,  1.33600000, -0.13400000, -0.00000000,  1.00000000,
5218.13825941,  1.33500000, -0.08500000,  0.00800000,  1.00000000,
5218.23818445,  1.33600000, -0.07200000, -0.01100000,  1.00000000,
5218.33124352,  1.33300000, -0.06500000, -0.01200000,  1.00000000,
5218.43006635,  1.32300000, -0.10700000, -0.01600000,  1.00000000,
5218.52432847,  1.34400000, -0.05100000,  0.01400000,  1.00000000,
5218.62127256,  1.35000000, -0.07900000, -0.01100000,  1.00000000,
5218.71522951,  1.34100000, -0.12400000, -0.00900000,  1.00000000,
5218.81335592,  1.30700000, -0.08100000, -0.03000000,  1.00000000,
5218.90928578,  1.33300000, -0.06200000, -0.02300000,  1.00000000,
5219.00334358,  1.30700000, -0.07400000, -0.03400000,  1.00000000,
5219.10224891,  1.32400000, -0.09000000, -0.04800000,  1.00000000,
5219.19690490,  1.29500000, -0.12900000, -0.03300000,  1.00000000,
5219.29689813,  1.33700000, -0.10800000, -0.04300000,  1.00000000,
5219.39527011,  1.34400000, -0.08700000, -0.03600000,  1.00000000,
5219.48900485,  1.33600000, -0.15200000, -0.05800000,  1.00000000,
5219.58584571,  1.34700000, -0.09600000, -0.06200000,  1.00000000,
5219.68143511,  1.31900000, -0.10800000, -0.03700000,  1.00000000,
5219.77858233,  1.30700000, -0.09300000, -0.06200000,  1.00000000,
5219.87384605,  1.30600000, -0.12200000, -0.06000000,  1.00000000,
5219.97167087,  1.32700000, -0.10200000, -0.05100000,  1.00000000,
5220.06688929,  1.30800000, -0.11400000, -0.05800000,  1.00000000,
5220.16493726,  1.31500000, -0.08900000, -0.03500000,  1.00000000,
5220.25786352,  1.35700000, -0.07900000, -0.01900000,  1.00000000,
5220.35485506,  1.33200000, -0.11000000, -0.04400000,  1.00000000,
5220.45284534,  1.31900000, -0.09000000, -0.03500000,  1.00000000,
5220.55185413,  1.31200000, -0.09100000, -0.02100000,  1.00000000,
5220.64786100,  1.35000000, -0.07900000, -0.03400000,  1.00000000,
5220.74463177,  1.33000000, -0.11200000, -0.03200000,  1.00000000,
5220.84003568,  1.36400000, -0.13300000, -0.03900000,  1.00000000,
5220.93684316,  1.32500000, -0.09900000, -0.02600000,  1.00000000,
5221.03490305,  1.37900000, -0.13100000, -0.03600000,  1.00000000,
5221.13096523,  1.35200000, -0.15200000, -0.03700000,  1.00000000,
5221.22792387,  1.36400000, -0.17200000, -0.02100000,  1.00000000,
5221.32286429,  1.32000000, -0.14200000, -0.04300000,  1.00000000,
5221.41954541,  1.36700000, -0.12000000, -0.00700000,  1.00000000,
5221.51582384,  1.33900000, -0.14200000, -0.01900000,  1.00000000,
5221.61587691,  1.36300000, -0.15900000, -0.02400000,  1.00000000,
5221.71196270,  1.33500000, -0.15100000, -0.01800000,  1.00000000,
5221.80899310,  1.34000000, -0.15200000, -0.02200000,  1.00000000,
5221.90585017,  1.34000000, -0.14000000, -0.03500000,  1.00000000,
5222.00193024,  1.34800000, -0.12400000, -0.00600000,  1.00000000,
5222.09936142,  1.31500000, -0.14900000, -0.01000000,  1.00000000,
5222.19394255,  1.33700000, -0.15600000, -0.03600000,  1.00000000,
5222.28896475,  1.33300000, -0.13800000, -0.02200000,  1.00000000,
5222.38684201,  1.33500000, -0.12500000, -0.01500000,  1.00000000,
5222.48191905,  1.28800000, -0.13600000, -0.00300000,  1.00000000,
5222.57684660,  1.32700000, -0.15000000, -0.02000000,  1.00000000,
5222.67299676,  1.32800000, -0.10500000, -0.04800000,  1.00000000,
5222.77196097,  1.29400000, -0.12000000, -0.03500000,  1.00000000,
5222.87187338,  1.37500000, -0.14700000, -0.05200000,  1.00000000,
5222.96592665,  1.29500000, -0.14000000, -0.03500000,  1.00000000,
5223.06293654,  1.30600000, -0.12400000, -0.01300000,  1.00000000,
5223.15787292,  1.31200000, -0.14300000, -0.03800000,  1.00000000,
5223.25586390,  1.33200000, -0.08400000, -0.05400000,  1.00000000,
5223.35145569,  1.31600000, -0.09700000, -0.02300000,  1.00000000,
5223.44743896,  1.31900000, -0.12400000, -0.05400000,  1.00000000,
5223.54341102,  1.36000000, -0.09000000, -0.04500000,  1.00000000,
5223.64007044,  1.35500000, -0.11200000, -0.07800000,  1.00000000,
5223.73543811,  1.33400000, -0.08200000, -0.06000000,  1.00000000,
5223.83355355,  1.33100000, -0.11100000, -0.05000000,  1.00000000,
5223.93065286,  1.34000000, -0.09000000, -0.05800000,  1.00000000,
5224.02799487,  1.34900000, -0.04700000, -0.06600000,  1.00000000,
5224.12472773,  1.31400000, -0.04500000, -0.05700000,  1.00000000,
5224.22143650,  1.34400000, -0.08100000, -0.05200000,  1.00000000,
5224.31668782,  1.36600000, -0.05300000, -0.04200000,  1.00000000,
5224.41346908,  1.34700000, -0.05900000, -0.04800000,  1.00000000,
5224.50986648,  1.31900000, -0.08900000, -0.04500000,  1.00000000,
5224.60539961,  1.35400000, -0.07400000, -0.05100000,  1.00000000,
5224.70145345,  1.36600000, -0.05100000, -0.03300000,  1.00000000,
5224.79848075,  1.33100000, -0.04200000, -0.05000000,  1.00000000,
5224.89549661,  1.32100000, -0.08100000, -0.05300000,  1.00000000,
5224.99047208,  1.36000000, -0.06900000, -0.03700000,  1.00000000,
5225.09141159,  1.34700000, -0.04000000, -0.03300000,  1.00000000,
5225.18645716,  1.32300000, -0.03400000, -0.03200000,  1.00000000,
5225.28454709,  1.33100000, -0.04600000, -0.02900000,  1.00000000,
5225.38014126,  1.35000000, -0.07500000, -0.03200000,  1.00000000,
5225.47541738,  1.33300000, -0.07700000, -0.03500000,  1.00000000,
5225.57258391,  1.36600000, -0.07600000, -0.02800000,  1.00000000,
5225.66985250,  1.33100000, -0.09400000, -0.02400000,  1.00000000,
5225.76446366,  1.32900000, -0.09400000, -0.01200000,  1.00000000,
5225.86053586,  1.33700000, -0.10800000, -0.01100000,  1.00000000,
5225.95655322,  1.36300000, -0.10600000, -0.01100000,  1.00000000,
5226.05251169,  1.34600000, -0.09400000, -0.00400000,  1.00000000,
5226.14995241,  1.35800000, -0.09700000, -0.01800000,  1.00000000,
5226.24743152,  1.33700000, -0.12400000,  0.01300000,  1.00000000,
5226.34454203,  1.31600000, -0.10700000, -0.00900000,  1.00000000,
5226.44068241,  1.30200000, -0.11500000, -0.01700000,  1.00000000,
5226.53655362,  1.31500000, -0.12000000, -0.01400000,  1.00000000,
5226.63439393,  1.33700000, -0.13700000, -0.00600000,  1.00000000,
5226.73256135,  1.33200000, -0.12900000, -0.02000000,  1.00000000,
5226.82643247,  1.29500000, -0.14300000, -0.00800000,  1.00000000,
5226.92241430,  1.31300000, -0.12100000, -0.00000000,  1.00000000,
5227.01838899,  1.27900000, -0.09000000, -0.01600000,  1.00000000,
5227.11445785,  1.30300000, -0.15200000, -0.00600000,  1.00000000,
5227.21156931,  1.25500000, -0.11800000, -0.02400000,  1.00000000,
5227.30913711,  1.29900000, -0.16300000, -0.01700000,  1.00000000,
5227.40645576,  1.25500000, -0.16700000, -0.02600000,  1.00000000,
5227.50339603,  1.30700000, -0.11600000, -0.01800000,  1.00000000,
5227.59850860,  1.28900000, -0.13700000, -0.02400000,  1.00000000,
5227.69446898,  1.27200000, -0.11600000, -0.03600000,  1.00000000,
5227.79143977,  1.29700000, -0.14800000, -0.04300000,  1.00000000,
5227.89009142,  1.27300000, -0.12000000, -0.02700000,  1.00000000,
5227.97969246,  1.30200000, -0.11900000, -0.04900000,  1.00000000,
5228.08073902,  1.28300000, -0.16100000, -0.05400000,  1.00000000,
5228.17111707,  1.27900000, -0.12000000, -0.05700000,  1.00000000,
5228.26996255,  1.30900000, -0.11900000, -0.05800000,  1.00000000,
5228.36931324,  1.30900000, -0.13900000, -0.04700000,  1.00000000,
5228.46516013,  1.33900000, -0.14600000, -0.04800000,  1.00000000,
5228.55815029,  1.31400000, -0.09600000, -0.04800000,  1.00000000,
5228.66005993,  1.33800000, -0.10600000, -0.08000000,  1.00000000,
5228.75612950,  1.29200000, -0.11900000, -0.04800000,  1.00000000,
5228.85009670,  1.28700000, -0.11300000, -0.05200000,  1.00000000,
5228.94804931,  1.29200000, -0.10400000, -0.06200000,  1.00000000,
5229.04218459,  1.30800000, -0.08800000, -0.06700000,  1.00000000,
5229.14113784,  1.30600000, -0.09900000, -0.03900000,  1.00000000,
5229.23420167,  1.30000000, -0.14100000, -0.05800000,  1.00000000,
5229.33010292,  1.33300000, -0.07400000, -0.04600000,  1.00000000,
5229.43020129,  1.32500000, -0.11600000, -0.04400000,  1.00000000,
5229.52210641,  1.31400000, -0.08800000, -0.04200000,  1.00000000,
5229.62165451,  1.28200000, -0.12600000, -0.05200000,  1.00000000,
5229.71721053,  1.34000000, -0.09700000, -0.02000000,  1.00000000,
5229.81817675,  1.34000000, -0.10900000, -0.03000000,  1.00000000,
5229.91216946,  1.35900000, -0.10700000, -0.01700000,  1.00000000,
5230.01118612,  1.29900000, -0.08300000, -0.02400000,  1.00000000,
5230.10719943,  1.32500000, -0.11100000, -0.01900000,  1.00000000,
5230.20214200,  1.32700000, -0.08400000, -0.02100000,  1.00000000,
5230.29415870,  1.31900000, -0.09300000, -0.02900000,  1.00000000,
5230.39315224,  1.31700000, -0.09200000, -0.02000000,  1.00000000,
5230.49213767,  1.32000000, -0.06300000, -0.02100000,  1.00000000,
5230.58858514,  1.28800000, -0.06400000, -0.03400000,  1.00000000,
5230.68412113,  1.31500000, -0.07800000, -0.03200000,  1.00000000,
5230.77507114,  1.33800000, -0.13000000, -0.03200000,  1.00000000,
5230.87727523,  1.35200000, -0.12000000, -0.03100000,  1.00000000,
5230.97501397,  1.34700000, -0.11800000, -0.02200000,  1.00000000,
5231.07116485,  1.35200000, -0.09800000, -0.04100000,  1.00000000,
5231.16724277,  1.29600000, -0.13000000, -0.03900000,  1.00000000,
5231.26017022,  1.34700000, -0.10100000, -0.04100000,  1.00000000,
5231.36023855,  1.34400000, -0.09900000, -0.03700000,  1.00000000,
5231.45212817,  1.33200000, -0.10700000, -0.04600000,  1.00000000,
5231.55020022,  1.32000000, -0.09600000, -0.04600000,  1.00000000,
5231.64612913,  1.31700000, -0.09900000, -0.03500000,  1.00000000,
5231.74613309,  1.32500000, -0.11800000, -0.04200000,  1.00000000,
5231.83992434,  1.29200000, -0.10200000, -0.04100000,  1.00000000,
5231.93760705,  1.32400000, -0.11800000, -0.05300000,  1.00000000,
5232.03553367,  1.34100000, -0.07100000, -0.03800000,  1.00000000,
5232.13357019,  1.31700000, -0.12100000, -0.04000000,  1.00000000,
5232.22864079,  1.32700000, -0.12000000, -0.04400000,  1.00000000,
5232.32560253,  1.31200000, -0.09100000, -0.05200000,  1.00000000,
5232.42174315,  1.33200000, -0.07800000, -0.05000000,  1.00000000,
5232.51975012,  1.34000000, -0.10900000, -0.04300000,  1.00000000,
5232.61560607,  1.32400000, -0.10200000, -0.06100000,  1.00000000,
5232.71161079,  1.35000000, -0.12900000, -0.04700000,  1.00000000,
5232.80558324,  1.34500000, -0.08800000, -0.03200000,  1.00000000,
5232.90259480,  1.36300000, -0.10400000, -0.06300000,  1.00000000,
5232.99864125,  1.34400000, -0.05900000, -0.04000000,  1.00000000,
5233.09502530,  1.32000000, -0.08600000, -0.03900000,  1.00000000,
5233.19272399,  1.31800000, -0.08300000, -0.03200000,  1.00000000,
5233.29169106,  1.34500000, -0.09700000, -0.03100000,  1.00000000,
5233.38753963,  1.35400000, -0.09000000, -0.03900000,  1.00000000,
5233.48464131,  1.32800000, -0.09000000, -0.02300000,  1.00000000,
5233.58098817,  1.36600000, -0.05400000, -0.03500000,  1.00000000,
5233.67756391,  1.31400000, -0.09000000, -0.01900000,  1.00000000,
5233.77406716,  1.31800000, -0.09400000, -0.03600000,  1.00000000,
5233.86591887,  1.34500000, -0.08300000, -0.01000000,  1.00000000,
5233.96402001,  1.34700000, -0.10700000, -0.04600000,  1.00000000,
5234.06294274,  1.32800000, -0.12500000, -0.02100000,  1.00000000,
5234.15940714,  1.34000000, -0.08100000, -0.01900000,  1.00000000,
5234.25497699,  1.37500000, -0.13400000, -0.03100000,  1.00000000,
5234.35313892,  1.32400000, -0.10300000, -0.00600000,  1.00000000,
5234.45135760,  1.34800000, -0.11500000, -0.02000000,  1.00000000,
5234.54632711,  1.29500000, -0.10100000, -0.01300000,  1.00000000,
5234.64232254,  1.36200000, -0.10100000, -0.01900000,  1.00000000,
5234.73827767,  1.32600000, -0.12800000, -0.02000000,  1.00000000,
5234.83722377,  1.33300000, -0.13600000, -0.03100000,  1.00000000,
5234.93227577,  1.32000000, -0.11200000, -0.01300000,  1.00000000,
5235.02979922,  1.32000000, -0.13500000, -0.02100000,  1.00000000,
5235.12324715,  1.30100000, -0.12500000, -0.02100000,  1.00000000,
5235.22035003,  1.30600000, -0.14800000, -0.02200000,  1.00000000,
5235.31523991,  1.26800000, -0.05100000, -0.00400000,  1.00000000,
5235.41039968,  1.31900000, -0.07000000, -0.03000000,  1.00000000,
5235.51152611,  1.31800000, -0.10100000, -0.02100000,  1.00000000,
5235.60831714,  1.29000000, -0.09500000, -0.03200000,  1.00000000,
5235.70236373,  1.27400000, -0.13100000, -0.02200000,  1.00000000,
5235.79866409,  1.31400000, -0.10100000, -0.03100000,  1.00000000,
5235.89507842,  1.31300000, -0.08900000, -0.04100000,  1.00000000,
5235.99062872,  1.30000000, -0.11600000, -0.01900000,  1.00000000,
5236.08660579,  1.28300000, -0.08100000, -0.04200000,  1.00000000,
5236.18519831,  1.31300000, -0.11300000, -0.04100000,  1.00000000,
5236.28176236,  1.31700000, -0.10800000, -0.03000000,  1.00000000,
5236.37393594,  1.27800000, -0.06200000, -0.03400000,  1.00000000,
5236.47294235,  1.31600000, -0.12400000, -0.04000000,  1.00000000,
5236.56993484,  1.31800000, -0.13500000, -0.05300000,  1.00000000,
5236.66696668,  1.25800000, -0.08500000, -0.01500000,  1.00000000,
5236.76114678,  1.31500000, -0.13500000, -0.02300000,  1.00000000,
5236.85957026,  1.30200000, -0.09800000, -0.05500000,  1.00000000,
5236.95752788,  1.28300000, -0.10700000, -0.05000000,  1.00000000,
5237.05449796,  1.30000000, -0.09600000, -0.04200000,  1.00000000,
5237.15107894,  1.28800000, -0.10600000, -0.03200000,  1.00000000,
5237.24643970,  1.27800000, -0.10700000, -0.03400000,  1.00000000,
5237.34345984,  1.32900000, -0.10000000, -0.05700000,  1.00000000,
5237.43971777,  1.31300000, -0.10500000, -0.06000000,  1.00000000,
5237.53576374,  1.34800000, -0.09300000, -0.03700000,  1.00000000,
5237.63220668,  1.31100000, -0.07900000, -0.06300000,  1.00000000,
5237.72763324,  1.32600000, -0.10800000, -0.04600000,  1.00000000,
5237.82517481,  1.35000000, -0.07400000, -0.04500000,  1.00000000,
5237.92419672,  1.32800000, -0.07100000, -0.03600000,  1.00000000,
5238.02052665,  1.32500000, -0.10700000, -0.04700000,  1.00000000,
5238.11578941,  1.34800000, -0.09800000, -0.05800000,  1.00000000,
5238.21224999,  1.35700000, -0.10700000, -0.05100000,  1.00000000,
5238.30947542,  1.37300000, -0.05500000, -0.03400000,  1.00000000,
5238.40321541,  1.33000000, -0.06300000, -0.04800000,  1.00000000,
5238.50172806,  1.35900000, -0.06100000, -0.06100000,  1.00000000,
5238.59667015,  1.32200000, -0.04000000, -0.03500000,  1.00000000,
5238.69454145,  1.38100000, -0.01800000, -0.03900000,  1.00000000,
5238.79017806,  1.34400000, -0.06000000, -0.04100000,  1.00000000,
5238.88197422,  1.36200000, -0.03300000, -0.04100000,  1.00000000,
5238.98394752,  1.33100000, -0.03500000, -0.03900000,  1.00000000,
5239.08298492,  1.36300000, -0.04900000, -0.03900000,  1.00000000,
5239.17971730,  1.35200000, -0.04100000, -0.02900000,  1.00000000,
5239.27385521,  1.32600000, -0.07900000, -0.01700000,  1.00000000,
5239.37096596,  1.35600000, -0.00900000, -0.00800000,  1.00000000,
5239.46690917,  1.34500000, -0.05700000, -0.02600000,  1.00000000,
5239.56294227,  1.33800000, -0.04700000, -0.02500000,  1.00000000,
5239.65596151,  1.32500000, -0.05700000, -0.01100000,  1.00000000,
5239.75194883,  1.33800000, -0.06800000, -0.01700000,  1.00000000,
5239.85026836,  1.32800000, -0.01600000, -0.01200000,  1.00000000,
5239.94974637,  1.36400000,  0.00700000, -0.02600000,  1.00000000,
5240.04592776,  1.31600000, -0.02900000, -0.01700000,  1.00000000,
5240.14194131,  1.31900000, -0.03300000, -0.00900000,  1.00000000,
5240.24200726,  1.27700000, -0.05700000, -0.02200000,  1.00000000,
5240.33835578,  1.25000000, -0.04900000, -0.01900000,  1.00000000,
5240.43555093,  1.29000000, -0.08700000, -0.01300000,  1.00000000,
5240.53012419,  1.29900000, -0.08200000, -0.00600000,  1.00000000,
5240.62766099,  1.28300000, -0.04100000, -0.00800000,  1.00000000,
5240.72452450,  1.24900000, -0.04500000, -0.00500000,  1.00000000,
5240.82037354,  1.26900000, -0.02500000, -0.01700000,  1.00000000,
5240.91699386,  1.26300000, -0.07200000, -0.00800000,  1.00000000,
5241.01157069,  1.26600000, -0.05300000, -0.01400000,  1.00000000,
5241.10653329,  1.23600000, -0.04900000, -0.00400000,  1.00000000,
5241.20454907,  1.22600000, -0.02700000, -0.01800000,  1.00000000,
5241.30153584,  1.19700000, -0.07600000, -0.00900000,  1.00000000,
5241.40194416,  1.19300000, -0.08200000, -0.01900000,  1.00000000,
5241.49533916,  1.24200000, -0.03100000, -0.01700000,  1.00000000,
5241.59145427,  1.22300000, -0.08300000, -0.01000000,  1.00000000,
5241.69108033,  1.19100000, -0.05500000, -0.02100000,  1.00000000,
5241.78549409,  1.19000000, -0.03000000, -0.02000000,  1.00000000,
5241.88170910,  1.22400000, -0.01200000, -0.03200000,  1.00000000,
5241.97756696,  1.22200000, -0.02000000, -0.02200000,  1.00000000,
5242.07252049,  1.20600000, -0.01500000, -0.01900000,  1.00000000,
5242.16955662,  1.21600000,  0.00800000, -0.03100000,  1.00000000,
5242.26455569,  1.19800000, -0.02200000, -0.03100000,  1.00000000,
5242.36121750,  1.19100000, -0.00700000, -0.02500000,  1.00000000,
5242.46146345,  1.21600000, -0.01000000, -0.02000000,  1.00000000,
5242.55961442,  1.19400000,  0.00900000, -0.03300000,  1.00000000,
5242.65556502,  1.17600000, -0.01900000, -0.03400000,  1.00000000,
5242.75142741,  1.18200000,  0.01700000, -0.03100000,  1.00000000,
5242.84543872,  1.16100000, -0.01100000, -0.03500000,  1.00000000,
5242.94240952,  1.14800000, -0.02700000, -0.03900000,  1.00000000,
5243.03975320,  1.16700000, -0.02000000, -0.04300000,  1.00000000,
5243.13436627,  1.17400000,  0.00900000, -0.04200000,  1.00000000,
5243.23051596,  1.18500000,  0.03300000, -0.04200000,  1.00000000,
5243.32928014,  1.13900000, -0.01400000, -0.04300000,  1.00000000,
5243.42459631,  1.15900000, -0.01700000, -0.03800000,  1.00000000,
5243.52070379,  1.17400000, -0.00700000, -0.04200000,  1.00000000,
5243.61866260,  1.18600000,  0.03600000, -0.03200000,  1.00000000,
5243.71436548,  1.14900000,  0.00800000, -0.04700000,  1.00000000,
5243.81056643,  1.17200000,  0.00900000, -0.04200000,  1.00000000,
5243.90865207,  1.14400000,  0.01300000, -0.05400000,  1.00000000,
5244.00467181,  1.15100000,  0.03400000, -0.04300000,  1.00000000,
5244.10109234,  1.15300000,  0.01400000, -0.05000000,  1.00000000,
5244.19450450,  1.14500000,  0.01600000, -0.05100000,  1.00000000,
5244.29272604,  1.17900000,  0.04700000, -0.05800000,  1.00000000,
5244.38882041,  1.19000000,  0.05100000, -0.05700000,  1.00000000,
5244.48561192,  1.15500000,  0.01200000, -0.05600000,  1.00000000,
5244.57966948,  1.19000000,  0.03400000, -0.04300000,  1.00000000,
5244.67544937,  1.18200000,  0.02900000, -0.05700000,  1.00000000,
5244.77667308,  1.17200000,  0.03300000, -0.06600000,  1.00000000,
5244.87349248,  1.17700000,  0.00300000, -0.05600000,  1.00000000,
5244.96860313,  1.21700000,  0.10800000, -0.04700000,  1.00000000,
5245.06363845,  1.23000000,  0.05900000, -0.08000000,  1.00000000,
5245.16262221,  1.20000000,  0.06700000, -0.06100000,  1.00000000,
5245.25760913,  1.23900000,  0.06400000, -0.08600000,  1.00000000,
5245.35451841,  1.19200000,  0.03900000, -0.06700000,  1.00000000,
5245.44892144,  1.23700000, -0.01000000, -0.05300000,  1.00000000,
5245.54763269,  1.21500000,  0.01900000, -0.06400000,  1.00000000,
5245.64254141,  1.25000000,  0.03900000, -0.08000000,  1.00000000,
5245.73859477,  1.27700000,  0.05400000, -0.06000000,  1.00000000,
5245.83355904,  1.25300000,  0.05200000, -0.05600000,  1.00000000,
5245.93489766,  1.25900000,  0.05300000, -0.06100000,  1.00000000,
5246.03157067,  1.27400000,  0.05900000, -0.05200000,  1.00000000,
5246.12557745,  1.27500000,  0.07000000, -0.06100000,  1.00000000,
5246.22463465,  1.26500000,  0.07900000, -0.04800000,  1.00000000,
5246.32120228,  1.28300000,  0.08700000, -0.04300000,  1.00000000,
5246.41453981,  1.25900000,  0.06400000, -0.01400000,  1.00000000,
5246.51168489,  1.28400000,  0.03800000, -0.03600000,  1.00000000,
5246.60659075,  1.27000000,  0.05000000, -0.03200000,  1.00000000,
5246.70355511,  1.27900000,  0.05000000, -0.03700000,  1.00000000,
5246.80012894,  1.31000000,  0.09600000, -0.00500000,  1.00000000,
5246.89552426,  1.27700000,  0.05900000, -0.02100000,  1.00000000,
5246.99267268,  1.27600000,  0.09300000, -0.00600000,  1.00000000,
5247.09061384,  1.30400000,  0.08700000, -0.01600000,  1.00000000,
5247.18756199,  1.25400000,  0.08100000, -0.01900000,  1.00000000,
5247.28472519,  1.28700000,  0.07100000, -0.00600000,  1.00000000,
5247.38160181,  1.28000000,  0.07200000, -0.00200000,  1.00000000,
5247.47747254,  1.25600000,  0.06200000, -0.00700000,  1.00000000,
5247.57161260,  1.29300000,  0.07400000, -0.02000000,  1.00000000,
5247.67025566,  1.27700000,  0.09000000, -0.01300000,  1.00000000,
5247.76475167,  1.26500000,  0.07600000,  0.00800000,  1.00000000,
5247.86131334,  1.27100000,  0.11100000, -0.01500000,  1.00000000,
5247.95550275,  1.26300000,  0.08900000, -0.01500000,  1.00000000,
5248.05263114,  1.26100000,  0.08800000, -0.02600000,  1.00000000,
5248.15151381,  1.25300000,  0.12000000, -0.01700000,  1.00000000,
5248.24668956,  1.21600000,  0.06900000, -0.00200000,  1.00000000,
5248.34627342,  1.25400000,  0.07500000, -0.00600000,  1.00000000,
5248.44001770,  1.23900000,  0.08200000, -0.02200000,  1.00000000,
5248.53741550,  1.25600000,  0.09600000, -0.01300000,  1.00000000,
5248.63463354,  1.23200000,  0.06300000, -0.02600000,  1.00000000,
5248.72873640,  1.27300000,  0.07300000, -0.02300000,  1.00000000,
5248.82265496,  1.22300000,  0.07900000, -0.02900000,  1.00000000,
5248.91962600,  1.23500000,  0.10000000, -0.03100000,  1.00000000,
5249.01465464,  1.23200000,  0.09800000, -0.02800000,  1.00000000,
5249.11385655,  1.23400000,  0.07900000, -0.03200000,  1.00000000,
5249.21138072,  1.28600000,  0.11100000, -0.01700000,  1.00000000,
5249.30488038,  1.26400000,  0.07600000, -0.02700000,  1.00000000,
5249.40390372,  1.24400000,  0.09000000, -0.04400000,  1.00000000,
5249.50101566,  1.25600000,  0.10500000, -0.04300000,  1.00000000,
5249.59479737,  1.24300000,  0.13100000, -0.03800000,  1.00000000,
5249.69282937,  1.20700000,  0.09500000, -0.05700000,  1.00000000,
5249.78878403,  1.26500000,  0.10200000, -0.03100000,  1.00000000,
5249.88279772,  1.26600000,  0.10200000, -0.04300000,  1.00000000,
5249.97883797,  1.26400000,  0.09400000, -0.04500000,  1.00000000,
5250.07490873,  1.27500000,  0.09400000, -0.03900000,  1.00000000,
5250.17284703,  1.26300000,  0.10300000, -0.03500000,  1.00000000,
5250.27095413,  1.26900000,  0.08300000, -0.04100000,  1.00000000,
5250.36484790,  1.25200000,  0.12900000, -0.03200000,  1.00000000,
5250.46107841,  1.28900000,  0.09100000, -0.05300000,  1.00000000,
5250.56104541,  1.28100000,  0.08900000, -0.03500000,  1.00000000,
5250.65541673,  1.28400000,  0.07500000, -0.05100000,  1.00000000,
5250.75372434,  1.29700000,  0.09300000, -0.03500000,  1.00000000,
5250.84885001,  1.30100000,  0.07400000, -0.03800000,  1.00000000,
5250.94484496,  1.27800000,  0.11400000, -0.05100000,  1.00000000,
5251.04296327,  1.29900000,  0.12300000, -0.03300000,  1.00000000,
5251.13881469,  1.30000000,  0.09800000, -0.05400000,  1.00000000,
5251.23005056,  1.31100000,  0.11100000, -0.03400000,  1.00000000,
5251.32974410,  1.31800000,  0.12200000, -0.04200000,  1.00000000,
5251.42688918,  1.30700000,  0.14600000, -0.05100000,  1.00000000,
5251.52288270,  1.33000000,  0.13500000, -0.02400000,  1.00000000,
5251.62067151,  1.28200000,  0.12300000, -0.04300000,  1.00000000,
5251.71728468,  1.32400000,  0.13000000, -0.04900000,  1.00000000,
5251.81486201,  1.33700000,  0.11400000, -0.04800000,  1.00000000,
5251.90681386,  1.31700000,  0.11700000, -0.03200000,  1.00000000,
5252.00589442,  1.29300000,  0.08800000, -0.05300000,  1.00000000,
5252.10291982,  1.33700000,  0.15800000, -0.05100000,  1.00000000,
5252.20051408,  1.30400000,  0.04500000, -0.04700000,  1.00000000,
5252.29388523,  1.31700000,  0.11100000, -0.04600000,  1.00000000,
5252.38683248,  1.28500000,  0.08300000, -0.04100000,  1.00000000,
5252.48486257,  1.31600000,  0.09500000, -0.03400000,  1.00000000,
5252.58384418,  1.29400000,  0.08300000, -0.04500000,  1.00000000,
5252.67678261,  1.27700000,  0.08200000, -0.06000000,  1.00000000,
5252.77340055,  1.30000000,  0.07800000, -0.05700000,  1.00000000,
5252.87387180,  1.32800000,  0.07600000, -0.03900000,  1.00000000,
5252.97196603,  1.30600000,  0.07800000, -0.04300000,  1.00000000,
5253.06587815,  1.30900000,  0.05300000, -0.04100000,  1.00000000,
5253.16184497,  1.30800000,  0.07000000, -0.04200000,  1.00000000,
5253.25981545,  1.32500000,  0.07900000, -0.06000000,  1.00000000,
5253.35799599,  1.32700000,  0.10200000, -0.05700000,  1.00000000,
5253.45277715,  1.32500000,  0.10000000, -0.04600000,  1.00000000,
5253.54486275,  1.33200000,  0.06800000, -0.04300000,  1.00000000,
