DVL
time,v_x,v_y,v_z,data\_good,
seconds,m/s,m/s,m/s,bool,
3137.20312381,  1.42100000, -0.19800000, -0.03900000,  1.00000000,
3137.29800749,  1.43600000, -0.16400000, -0.01600000,  1.00000000,
3137.39450240,  1.38000000, -0.15800000, -0.02600000,  1.00000000,
3137.48788571,  1.39000000, -0.19700000, -0.01800000,  1.00000000,
3137.58309317,  1.37900000, -0.18000000, -0.02900000,  1.00000000,
3137.68032026,  1.40900000, -0.17900000, -0.02300000,  1.00000000,
3137.77902079,  1.40100000, -0.16300000, -0.02800000,  1.00000000,
3137.87450838,  1.38700000, -0.16800000, -0.01500000,  1.00000000,
3137.97135854,  1.40900000, -0.14600000, -0.02000000,  1.00000000,
3138.06646371,  1.37900000, -0.16500000, -0.01600000,  1.00000000,
3138.16350794,  1.38000000, -0.15800000, -0.02900000,  1.00000000,
3138.25558424,  1.41400000, -0.20900000, -0.03000000,  1.00000000,
3138.35349584,  1.40900000, -0.18600000, -0.02900000,  1.00000000,
3138.44535708,  1.41600000, -0.14500000, -0.03500000,  1.00000000,
3138.54558063,  1.39100000, -0.14400000, -0.04600000,  1.00000000,
3138.64219999,  1.41100000, -0.14800000, -0.02300000,  1.00000000,
3138.73555994,  1.42600000, -0.12400000, -0.05200000,  1.00000000,
3138.83352542,  1.39500000, -0.13000000, -0.05000000,  1.00000000,
3138.92954421,  1.36100000, -0.15000000, -0.03700000,  1.00000000,
3139.02745461,  1.40000000, -0.17500000, -0.04900000,  1.00000000,
3139.12361884,  1.37100000, -0.14900000, -0.03600000,  1.00000000,
3139.22068691,  1.38700000, -0.15200000, -0.03400000,  1.00000000,
3139.31461215,  1.42900000, -0.16600000, -0.05900000,  1.00000000,
3139.40937448,  1.39300000, -0.21600000, -0.05600000,  1.00000000,
3139.50734568,  1.40900000, -0.19500000, -0.02200000,  1.00000000,
3139.60350466,  1.41500000, -0.10800000, -0.03800000,  1.00000000,
3139.69755816,  1.39900000, -0.15900000, -0.04300000,  1.00000000,
3139.79466701,  1.37500000, -0.13200000, -0.03400000,  1.00000000,
3139.88983417,  1.42300000, -0.12100000, -0.03600000,  1.00000000,
3139.98570609,  1.41900000, -0.12700000, -0.03300000,  1.00000000,
3140.08168507,  1.36700000, -0.13500000, -0.02700000,  1.00000000,
3140.18121147,  1.37400000, -0.14100000, -0.05700000,  1.00000000,
3140.27607012,  1.43600000, -0.12800000, -0.03100000,  1.00000000,
3140.37369132,  1.40500000, -0.13100000, -0.03700000,  1.00000000,
3140.46711540,  1.41400000, -0.13300000, -0.05000000,  1.00000000,
3140.56326246,  1.42700000, -0.15500000, -0.04900000,  1.00000000,
3140.65809488,  1.45300000, -0.15800000, -0.03700000,  1.00000000,
3140.75508857,  1.41400000, -0.15200000, -0.03200000,  1.00000000,
3140.85006905,  1.39000000, -0.12000000, -0.03100000,  1.00000000,
3140.94605732,  1.42600000, -0.15800000, -0.03200000,  1.00000000,
3141.04325867,  1.43100000, -0.12100000, -0.02000000,  1.00000000,
3141.13595867,  1.47500000, -0.14700000, -0.02700000,  1.00000000,
3141.23496437,  1.42900000, -0.14300000, -0.01700000,  1.00000000,
3141.33363581,  1.44400000, -0.12200000, -0.02200000,  1.00000000,
3141.42866755,  1.45100000, -0.11900000, -0.01500000,  1.00000000,
3141.52425957,  1.46800000, -0.12000000, -0.01900000,  1.00000000,
3141.62122941,  1.44000000, -0.11200000, -0.03100000,  1.00000000,
3141.71661592,  1.45300000, -0.08000000, -0.04200000,  1.00000000,
3141.81291008,  1.47300000, -0.09800000, -0.01800000,  1.00000000,
3141.90910411,  1.44200000, -0.05300000, -0.03800000,  1.00000000,
3142.00314975,  1.46000000, -0.10900000, -0.02500000,  1.00000000,
3142.09921360,  1.43000000, -0.09500000, -0.05600000,  1.00000000,
3142.19416237,  1.45700000, -0.05300000, -0.03900000,  1.00000000,
3142.29261971,  1.45700000, -0.07600000, -0.05400000,  1.00000000,
3142.38511086,  1.48200000, -0.11400000, -0.04300000,  1.00000000,
3142.48607469,  1.48400000, -0.10600000, -0.04200000,  1.00000000,
3142.58358216,  1.45300000, -0.07800000, -0.03400000,  1.00000000,
3142.67607951,  1.41900000, -0.08900000, -0.01900000,  1.00000000,
3142.77022505,  1.43100000, -0.10400000, -0.02600000,  1.00000000,
3142.86704278,  1.44800000, -0.09300000, -0.03000000,  1.00000000,
3142.96612000,  1.40600000, -0.04200000, -0.02600000,  1.00000000,
3143.06229687,  1.43100000, -0.09400000, -0.03300000,  1.00000000,
3143.15811300,  1.48400000, -0.06000000, -0.02500000,  1.00000000,
3143.24909329,  1.45200000, -0.07700000, -0.02500000,  1.00000000,
3143.34906530,  1.46600000, -0.04500000, -0.03500000,  1.00000000,
3143.44229198,  1.43200000, -0.06200000,  0.00700000,  1.00000000,
3143.54419231,  1.41400000, -0.11900000, -0.02100000,  1.00000000,
3143.64010143,  1.45200000, -0.11500000, -0.02500000,  1.00000000,
3143.73738337,  1.40600000, -0.09600000, -0.02000000,  1.00000000,
3143.83124280,  1.45700000, -0.13500000, -0.04700000,  1.00000000,
3143.92926764,  1.47000000, -0.10300000, -0.04300000,  1.00000000,
3144.01911902,  1.43100000, -0.15200000, -0.03100000,  1.00000000,
3144.11922097,  1.47000000, -0.12100000, -0.04700000,  1.00000000,
3144.21427488,  1.48700000, -0.13900000, -0.05500000,  1.00000000,
3144.31177497,  1.46100000, -0.13200000, -0.02500000,  1.00000000,
3144.40727067,  1.42900000, -0.09800000, -0.01700000,  1.00000000,
3144.49912524,  1.47600000, -0.13600000, -0.03500000,  1.00000000,
3144.59915662,  1.44700000, -0.14000000, -0.03900000,  1.00000000,
3144.69519997,  1.44600000, -0.11800000, -0.02400000,  1.00000000,
3144.78969169,  1.42100000, -0.14700000, -0.02700000,  1.00000000,
3144.88876104,  1.46200000, -0.14200000, -0.01700000,  1.00000000,
3144.98423505,  1.42200000, -0.15500000, -0.03800000,  1.00000000,
3145.08166218,  1.45400000, -0.13000000, -0.02900000,  1.00000000,
3145.17690945,  1.43400000, -0.10800000, -0.02900000,  1.00000000,
3145.27276611,  1.44200000, -0.15900000, -0.02300000,  1.00000000,
3145.36876845,  1.42700000, -0.16700000, -0.03500000,  1.00000000,
3145.46286273,  1.43800000, -0.12800000, -0.02500000,  1.00000000,
3145.56116176,  1.44400000, -0.14200000, -0.04400000,  1.00000000,
3145.65579438,  1.43800000, -0.15700000, -0.04200000,  1.00000000,
3145.75073838,  1.46300000, -0.15100000, -0.02400000,  1.00000000,
3145.84973311,  1.43600000, -0.15000000, -0.01300000,  1.00000000,
3145.94771457,  1.40800000, -0.18000000, -0.04100000,  1.00000000,
3146.04316878,  1.48300000, -0.11700000, -0.00700000,  1.00000000,
3146.13778591,  1.43200000, -0.16800000, -0.02400000,  1.00000000,
3146.23485589,  1.42300000, -0.12500000, -0.02300000,  1.00000000,
3146.32976604,  1.45900000, -0.13900000, -0.02200000,  1.00000000,
3146.42406654,  1.43000000, -0.17000000, -0.03600000,  1.00000000,
3146.52279949,  1.42800000, -0.15500000, -0.01500000,  1.00000000,
3146.61734748,  1.42300000, -0.15500000, -0.03800000,  1.00000000,
3146.71388078,  1.44300000, -0.16700000, -0.01700000,  1.00000000,
3146.80670214,  1.45500000, -0.13700000, -0.03000000,  1.00000000,
3146.90236807,  1.42000000, -0.17900000, -0.01100000,  1.00000000,
3147.00079155,  1.45100000, -0.17400000, -0.02700000,  1.00000000,
3147.09939313,  1.42400000, -0.17000000, -0.01100000,  1.00000000,
3147.19536376,  1.41900000, -0.17500000, -0.02200000,  1.00000000,
3147.29092121,  1.39400000, -0.20400000, -0.03400000,  1.00000000,
3147.38645506,  1.43200000, -0.15600000, -0.03200000,  1.00000000,
3147.48349357,  1.40800000, -0.18700000, -0.02400000,  1.00000000,
3147.57695174,  1.42900000, -0.12000000, -0.02400000,  1.00000000,
3147.67299175,  1.43400000, -0.16100000, -0.03400000,  1.00000000,
3147.76893425,  1.42600000, -0.14300000, -0.02700000,  1.00000000,
3147.86594653,  1.41900000, -0.16600000, -0.01400000,  1.00000000,
3147.96200275,  1.40900000, -0.14000000, -0.03800000,  1.00000000,
3148.05588555,  1.40700000, -0.16300000, -0.03700000,  1.00000000,
3148.15491748,  1.38200000, -0.15400000, -0.03900000,  1.00000000,
3148.25348663,  1.42300000, -0.12800000, -0.03900000,  1.00000000,
3148.34791350,  1.39800000, -0.14900000, -0.05600000,  1.00000000,
3148.44398093,  1.42800000, -0.15300000, -0.04200000,  1.00000000,
3148.53937912,  1.41300000, -0.14600000, -0.03200000,  1.00000000,
3148.63459611,  1.43000000, -0.15400000, -0.05400000,  1.00000000,
3148.73302078,  1.47000000, -0.14500000, -0.04900000,  1.00000000,
3148.82544398,  1.42400000, -0.12700000, -0.04900000,  1.00000000,
3148.92296052,  1.43600000, -0.16400000, -0.04300000,  1.00000000,
3149.01690173,  1.42000000, -0.14300000, -0.06000000,  1.00000000,
3149.11341143,  1.41400000, -0.16600000, -0.04500000,  1.00000000,
3149.20988369,  1.45500000, -0.11500000, -0.04700000,  1.00000000,
3149.30894208,  1.46100000, -0.12600000, -0.03900000,  1.00000000,
3149.40495944,  1.43500000, -0.10000000, -0.03300000,  1.00000000,
3149.50193691,  1.50500000, -0.06400000, -0.02600000,  1.00000000,
3149.59800363,  1.43900000, -0.08800000, -0.04700000,  1.00000000,
3149.69395900,  1.49500000, -0.12800000, -0.05400000,  1.00000000,
3149.78791237,  1.50700000, -0.08600000, -0.03600000,  1.00000000,
3149.88384748,  1.47300000, -0.08200000, -0.05300000,  1.00000000,
3149.98096085,  1.48900000, -0.10100000, -0.04100000,  1.00000000,
3150.07483315,  1.48800000, -0.16500000, -0.06000000,  1.00000000,
3150.17382836,  1.44500000, -0.13800000, -0.06400000,  1.00000000,
3150.26893306,  1.42300000, -0.16200000, -0.07200000,  1.00000000,
3150.36220217,  1.47100000, -0.12900000, -0.06100000,  1.00000000,
3150.46318674,  1.46000000, -0.17500000, -0.05000000,  1.00000000,
3150.56121159,  1.46200000, -0.13700000, -0.04500000,  1.00000000,
3150.65566993,  1.46100000, -0.16000000, -0.03200000,  1.00000000,
3150.75220633,  1.44600000, -0.18100000, -0.01400000,  1.00000000,
3150.84920835,  1.50800000, -0.10900000, -0.03000000,  1.00000000,
3150.94428587,  1.49500000, -0.13600000, -0.02000000,  1.00000000,
3151.03814507,  1.48800000, -0.10400000, -0.02200000,  1.00000000,
3151.13516188,  1.49400000, -0.17000000, -0.03300000,  1.00000000,
3151.23123240,  1.47100000, -0.10300000, -0.03300000,  1.00000000,
3151.32817626,  1.51000000, -0.11100000, -0.03500000,  1.00000000,
3151.42331958,  1.47000000, -0.12700000, -0.02400000,  1.00000000,
