line tracking
time,cross\_track\_err\_input,cross\_track\_err\_setpoint,yaw\_line,yaw\_setpoint,
seconds,m,m,rad,rad,
3004.88128614, -2.30000000,  0.00000000,  2.87890000,  3.16170000,
3004.98069477, -2.28000000,  0.00000000,  2.87890000,  3.16130000,
3005.08066845, -2.25000000,  0.00000000,  2.87890000,  3.16090000,
3005.18089652, -2.23000000,  0.00000000,  2.87890000,  3.16000000,
3005.28068614, -2.20000000,  0.00000000,  2.87890000,  3.15960000,
3005.38064480, -2.18000000,  0.00000000,  2.87890000,  3.15920000,
3005.48059273, -2.16000000,  0.00000000,  2.87890000,  3.15900000,
3005.58063269, -2.14000000,  0.00000000,  2.87890000,  3.15850000,
3005.68058586, -2.11000000,  0.00000000,  2.87890000,  3.15810000,
3005.78029203, -2.09000000,  0.00000000,  2.87890000,  3.15770000,
3005.88060451, -2.06000000,  0.00000000,  2.87890000,  3.15680000,
3005.98061514, -2.04000000,  0.00000000,  2.87890000,  3.15600000,
3006.08106136, -2.01000000,  0.00000000,  2.87890000,  3.15510000,
3006.18070149, -1.99000000,  0.00000000,  2.87890000,  3.15470000,
3006.28056288, -1.96000000,  0.00000000,  2.87890000,  3.15390000,
3006.38045549, -1.93000000,  0.00000000,  2.87890000,  3.15280000,
3006.48118401, -1.90000000,  0.00000000,  2.87890000,  3.15210000,
3006.58060384, -1.88000000,  0.00000000,  2.87890000,  3.15140000,
