line tracking
time,cross\_track\_err\_input,cross\_track\_err\_setpoint,yaw\_line,yaw\_setpoint,
seconds,m,m,rad,rad,
3147.87980318, -0.38000000,  0.00000000,  3.92490000,  4.08530000,
3147.98004794, -0.37000000,  0.00000000,  3.92490000,  4.08500000,
3148.08005571, -0.36000000,  0.00000000,  3.92490000,  4.08490000,
3148.17984819, -0.36000000,  0.00000000,  3.92490000,  4.08480000,
3148.27996707, -0.35000000,  0.00000000,  3.92490000,  4.08420000,
3148.37971377, -0.35000000,  0.00000000,  3.92490000,  4.08410000,
3148.47967768, -0.34000000,  0.00000000,  3.92490000,  4.08380000,
3148.57970142, -0.33000000,  0.00000000,  3.92490000,  4.08360000,
3148.67991924, -0.33000000,  0.00000000,  3.92490000,  4.08340000,
3148.77986050, -0.32000000,  0.00000000,  3.92490000,  4.08290000,
3148.87965775, -0.31000000,  0.00000000,  3.92490000,  4.08250000,
3148.98001647, -0.30000000,  0.00000000,  3.92490000,  4.08240000,
3149.07988286, -0.30000000,  0.00000000,  3.92490000,  4.08210000,
3149.17987251, -0.30000000,  0.00000000,  3.92490000,  4.08210000,
3149.27975345, -0.28000000,  0.00000000,  3.92490000,  4.08140000,
3149.37990689, -0.27000000,  0.00000000,  3.92490000,  4.08090000,
3149.47971916, -0.26000000,  0.00000000,  3.92490000,  4.08030000,
3149.58006692, -0.24000000,  0.00000000,  3.92490000,  4.07900000,
3149.67968822, -0.23000000,  0.00000000,  3.92490000,  4.07840000,
3149.78067446, -0.22000000,  0.00000000,  3.92490000,  4.07770000,
3149.87991071, -0.20000000,  0.00000000,  3.92490000,  4.07670000,
3149.97990704, -0.19000000,  0.00000000,  3.92490000,  4.07600000,
3150.08003688, -0.18000000,  0.00000000,  3.92490000,  4.07530000,
3150.18031764, -0.17000000,  0.00000000,  3.92490000,  4.07470000,
3150.27972460, -0.16000000,  0.00000000,  3.92490000,  4.07440000,
3150.37989855, -0.15000000,  0.00000000,  3.92490000,  4.07390000,
3150.47970176, -0.15000000,  0.00000000,  3.92490000,  4.07360000,
3150.57997155, -0.14000000,  0.00000000,  3.92490000,  4.07300000,
3150.68002558, -0.13000000,  0.00000000,  3.92490000,  4.07260000,
3150.77967739, -0.13000000,  0.00000000,  3.92490000,  4.07230000,
3150.87982273, -0.12000000,  0.00000000,  3.92490000,  4.07170000,
3150.98001266, -0.11000000,  0.00000000,  3.92490000,  4.07120000,
3151.08008027, -0.10000000,  0.00000000,  3.92490000,  4.07050000,
3151.18004036, -0.09000000,  0.00000000,  3.92490000,  4.07020000,
3151.27969909, -0.08000000,  0.00000000,  3.92490000,  4.06940000,
3151.37976217, -0.07000000,  0.00000000,  3.92490000,  4.06880000,
3151.47998142, -0.06000000,  0.00000000,  3.92490000,  4.06820000,
3151.58011270, -0.05000000,  0.00000000,  3.92490000,  4.06750000,
3151.67976284, -0.04000000,  0.00000000,  3.92490000,  4.06710000,
3151.77971029, -0.03000000,  0.00000000,  3.92490000,  4.06650000,
3151.87972498, -0.03000000,  0.00000000,  3.92490000,  4.06610000,
3151.97994375, -0.02000000,  0.00000000,  3.92490000,  4.06580000,
3152.08046746, -0.02000000,  0.00000000,  3.92490000,  4.06540000,
3152.18000436, -0.01000000,  0.00000000,  3.92490000,  4.06510000,
3152.28007507, -0.01000000,  0.00000000,  3.92490000,  4.06490000,
3152.37995028, -0.00000000,  0.00000000,  3.92490000,  4.06460000,
3152.47989750,  0.00000000,  0.00000000,  3.92490000,  4.06430000,
3152.58061647,  0.01000000,  0.00000000,  3.92490000,  4.06400000,
3152.68028760,  0.01000000,  0.00000000,  3.92490000,  4.06370000,
3152.77989626,  0.01000000,  0.00000000,  3.92490000,  4.06340000,
3152.87990689,  0.02000000,  0.00000000,  3.92490000,  4.06310000,
3152.98015451,  0.02000000,  0.00000000,  3.92490000,  4.06290000,
3153.08009601,  0.03000000,  0.00000000,  3.92490000,  4.06240000,
3153.17981815,  0.04000000,  0.00000000,  3.92490000,  4.06160000,
3153.27999353,  0.04000000,  0.00000000,  3.92490000,  4.06140000,
3153.37992454,  0.05000000,  0.00000000,  3.92490000,  4.06090000,
3153.48047090,  0.05000000,  0.00000000,  3.92490000,  4.06070000,
3153.57998633,  0.05000000,  0.00000000,  3.92490000,  4.06050000,
3153.68008709,  0.05000000,  0.00000000,  3.92490000,  4.06050000,
3153.78009343,  0.06000000,  0.00000000,  3.92490000,  4.06030000,
3153.87970996,  0.06000000,  0.00000000,  3.92490000,  4.06020000,
3153.97968364,  0.06000000,  0.00000000,  3.92490000,  4.06000000,
3154.07996845,  0.06000000,  0.00000000,  3.92490000,  4.05990000,
3154.17982101,  0.06000000,  0.00000000,  3.92490000,  4.06010000,
3154.28004169,  0.06000000,  0.00000000,  3.92490000,  4.05980000,
3154.37967777,  0.06000000,  0.00000000,  3.92490000,  4.05970000,
3154.47981167,  0.07000000,  0.00000000,  3.92490000,  4.05940000,
3154.57981873,  0.07000000,  0.00000000,  3.92490000,  4.05920000,
3154.67991686,  0.07000000,  0.00000000,  3.92490000,  4.05910000,
3154.77965474,  0.07000000,  0.00000000,  3.92490000,  4.05890000,
3154.88004684,  0.08000000,  0.00000000,  3.92490000,  4.05870000,
3154.97963166,  0.08000000,  0.00000000,  3.92490000,  4.05840000,
3155.07972884,  0.08000000,  0.00000000,  3.92490000,  4.05810000,
3155.17990828,  0.09000000,  0.00000000,  3.92490000,  4.05790000,
3155.27968168,  0.09000000,  0.00000000,  3.92490000,  4.05750000,
3155.37998104,  0.09000000,  0.00000000,  3.92490000,  4.05720000,
3155.48012924,  0.10000000,  0.00000000,  3.92490000,  4.05700000,
3155.57986712,  0.10000000,  0.00000000,  3.92490000,  4.05680000,
3155.68000388,  0.10000000,  0.00000000,  3.92490000,  4.05650000,
3155.77991390,  0.11000000,  0.00000000,  3.92490000,  4.05620000,
3155.87969565,  0.11000000,  0.00000000,  3.92490000,  4.05610000,
3155.97985530,  0.11000000,  0.00000000,  3.92490000,  4.05600000,
3156.08009624,  0.11000000,  0.00000000,  3.92490000,  4.05600000,
3156.17985559,  0.11000000,  0.00000000,  3.92490000,  4.05590000,
3156.28019142,  0.11000000,  0.00000000,  3.92490000,  4.05590000,
3156.37999177,  0.12000000,  0.00000000,  3.92490000,  4.05530000,
3156.47967887,  0.12000000,  0.00000000,  3.92490000,  4.05480000,
3156.57972360,  0.13000000,  0.00000000,  3.92490000,  4.05400000,
3156.67974377,  0.14000000,  0.00000000,  3.92490000,  4.05350000,
3156.78006148,  0.15000000,  0.00000000,  3.92490000,  4.05300000,
3156.87996507,  0.15000000,  0.00000000,  3.92490000,  4.05250000,
3156.97972941,  0.16000000,  0.00000000,  3.92490000,  4.05200000,
3157.08009028,  0.16000000,  0.00000000,  3.92490000,  4.05160000,
3157.17969704,  0.17000000,  0.00000000,  3.92490000,  4.05110000,
3157.27966261,  0.19000000,  0.00000000,  3.92490000,  4.04980000,
3157.37998366,  0.19000000,  0.00000000,  3.92490000,  4.04950000,
3157.47981405,  0.19000000,  0.00000000,  3.92490000,  4.04940000,
3157.57999921,  0.19000000,  0.00000000,  3.92490000,  4.04930000,
3157.67995834,  0.19000000,  0.00000000,  3.92490000,  4.04900000,
3157.78008032,  0.20000000,  0.00000000,  3.92490000,  4.04850000,
3157.87998080,  0.20000000,  0.00000000,  3.92490000,  4.04810000,
3157.98000789,  0.21000000,  0.00000000,  3.92490000,  4.04770000,
3158.07968259,  0.21000000,  0.00000000,  3.92490000,  4.04740000,
3158.17966509,  0.21000000,  0.00000000,  3.92490000,  4.04710000,
3158.27999306,  0.22000000,  0.00000000,  3.92490000,  4.04680000,
3158.37967300,  0.22000000,  0.00000000,  3.92490000,  4.04650000,
3158.47991323,  0.22000000,  0.00000000,  3.92490000,  4.04610000,
3158.58024120,  0.23000000,  0.00000000,  3.92490000,  4.04580000,
3158.68020177,  0.23000000,  0.00000000,  3.92490000,  4.04560000,
3158.77997327,  0.24000000,  0.00000000,  3.92490000,  4.04490000,
3158.88025975,  0.24000000,  0.00000000,  3.92490000,  4.04440000,
3158.97974634,  0.25000000,  0.00000000,  3.92490000,  4.04400000,
3159.07964277,  0.25000000,  0.00000000,  3.92490000,  4.04340000,
3159.17972565,  0.26000000,  0.00000000,  3.92490000,  4.04260000,
3159.27982664,  0.27000000,  0.00000000,  3.92490000,  4.04200000,
3159.37991619,  0.28000000,  0.00000000,  3.92490000,  4.04150000,
3159.47996068,  0.28000000,  0.00000000,  3.92490000,  4.04120000,
3159.57970238,  0.28000000,  0.00000000,  3.92490000,  4.04080000,
3159.67970061,  0.29000000,  0.00000000,  3.92490000,  4.04040000,
3159.77986622,  0.29000000,  0.00000000,  3.92490000,  4.04010000,
3159.87988472,  0.29000000,  0.00000000,  3.92490000,  4.03980000,
3159.97991204,  0.30000000,  0.00000000,  3.92490000,  4.03930000,
3160.08002353,  0.30000000,  0.00000000,  3.92490000,  4.03900000,
3160.18014479,  0.30000000,  0.00000000,  3.92490000,  4.03870000,
3160.27978992,  0.31000000,  0.00000000,  3.92490000,  4.03800000,
3160.37989759,  0.31000000,  0.00000000,  3.92490000,  4.03750000,
3160.48016715,  0.32000000,  0.00000000,  3.92490000,  4.03710000,
3160.57972980,  0.32000000,  0.00000000,  3.92490000,  4.03670000,
3160.67991567,  0.32000000,  0.00000000,  3.92490000,  4.03640000,
3160.77980566,  0.33000000,  0.00000000,  3.92490000,  4.03600000,
3160.88022256,  0.33000000,  0.00000000,  3.92490000,  4.03540000,
3160.97990680,  0.34000000,  0.00000000,  3.92490000,  4.03500000,
3161.08008194,  0.34000000,  0.00000000,  3.92490000,  4.03440000,
3161.18015170,  0.35000000,  0.00000000,  3.92490000,  4.03390000,
3161.27975535,  0.35000000,  0.00000000,  3.92490000,  4.03340000,
3161.37976003,  0.35000000,  0.00000000,  3.92490000,  4.03310000,
3161.47966027,  0.36000000,  0.00000000,  3.92490000,  4.03290000,
3161.57995510,  0.36000000,  0.00000000,  3.92490000,  4.03250000,
3161.68014002,  0.36000000,  0.00000000,  3.92490000,  4.03240000,
3161.77976036,  0.35000000,  0.00000000,  3.92490000,  4.03270000,
3161.87992048,  0.36000000,  0.00000000,  3.92490000,  4.03210000,
3161.98057365,  0.35000000,  0.00000000,  3.92490000,  4.03260000,
3162.08007145,  0.35000000,  0.00000000,  3.92490000,  4.03200000,
3162.17998648,  0.36000000,  0.00000000,  3.92490000,  4.03170000,
3162.27967000,  0.35000000,  0.00000000,  3.92490000,  4.03200000,
3162.37990856,  0.35000000,  0.00000000,  3.92490000,  4.03150000,
3162.47967482,  0.35000000,  0.00000000,  3.92490000,  4.03170000,
3162.58010864,  0.35000000,  0.00000000,  3.92490000,  4.03120000,
3162.67993999,  0.35000000,  0.00000000,  3.92490000,  4.03080000,
3162.77971864,  0.35000000,  0.00000000,  3.92490000,  4.03070000,
3162.88004422,  0.35000000,  0.00000000,  3.92490000,  4.03050000,
3162.97998238,  0.35000000,  0.00000000,  3.92490000,  4.03040000,
3163.08014107,  0.35000000,  0.00000000,  3.92490000,  4.03040000,
3163.17967010,  0.35000000,  0.00000000,  3.92490000,  4.03020000,
3163.27977943,  0.35000000,  0.00000000,  3.92490000,  4.03020000,
3163.37975311,  0.34000000,  0.00000000,  3.92490000,  4.03040000,
3163.47987676,  0.34000000,  0.00000000,  3.92490000,  4.03040000,
3163.58000159,  0.34000000,  0.00000000,  3.92490000,  4.03040000,
3163.68008709,  0.34000000,  0.00000000,  3.92490000,  4.03040000,
3163.78002524,  0.33000000,  0.00000000,  3.92490000,  4.03050000,
3163.87989211,  0.33000000,  0.00000000,  3.92490000,  4.03030000,
3163.98034644,  0.33000000,  0.00000000,  3.92490000,  4.03040000,
3164.08002949,  0.32000000,  0.00000000,  3.92490000,  4.03050000,
3164.18002439,  0.33000000,  0.00000000,  3.92490000,  4.03000000,
3164.27970362,  0.33000000,  0.00000000,  3.92490000,  4.03010000,
3164.38047743,  0.32000000,  0.00000000,  3.92490000,  4.03010000,
3164.47976542,  0.32000000,  0.00000000,  3.92490000,  4.03000000,
3164.57988524,  0.32000000,  0.00000000,  3.92490000,  4.02990000,
3164.67980552,  0.32000000,  0.00000000,  3.92490000,  4.02990000,
3164.78014612,  0.32000000,  0.00000000,  3.92490000,  4.02970000,
3164.87997603,  0.32000000,  0.00000000,  3.92490000,  4.02940000,
3164.97975135,  0.32000000,  0.00000000,  3.92490000,  4.02930000,
3165.07993746,  0.32000000,  0.00000000,  3.92490000,  4.02910000,
3165.17999983,  0.32000000,  0.00000000,  3.92490000,  4.02880000,
3165.27997804,  0.32000000,  0.00000000,  3.92490000,  4.02860000,
3165.38006663,  0.32000000,  0.00000000,  3.92490000,  4.02880000,
3165.48010349,  0.32000000,  0.00000000,  3.92490000,  4.02870000,
3165.58004212,  0.31000000,  0.00000000,  3.92490000,  4.02900000,
3165.68009806,  0.31000000,  0.00000000,  3.92490000,  4.02880000,
3165.77991486,  0.32000000,  0.00000000,  3.92490000,  4.02840000,
3165.87971401,  0.32000000,  0.00000000,  3.92490000,  4.02760000,
3165.97993112,  0.32000000,  0.00000000,  3.92490000,  4.02750000,
3166.07972550,  0.32000000,  0.00000000,  3.92490000,  4.02760000,
3166.17971992,  0.32000000,  0.00000000,  3.92490000,  4.02760000,
3166.27973127,  0.31000000,  0.00000000,  3.92490000,  4.02770000,
3166.37975097,  0.31000000,  0.00000000,  3.92490000,  4.02760000,
3166.48001170,  0.31000000,  0.00000000,  3.92490000,  4.02740000,
3166.58013105,  0.32000000,  0.00000000,  3.92490000,  4.02710000,
3166.68007445,  0.32000000,  0.00000000,  3.92490000,  4.02660000,
3166.77992749,  0.32000000,  0.00000000,  3.92490000,  4.02640000,
3166.87974906,  0.32000000,  0.00000000,  3.92490000,  4.02610000,
3166.98005605,  0.33000000,  0.00000000,  3.92490000,  4.02560000,
3167.08002281,  0.33000000,  0.00000000,  3.92490000,  4.02540000,
3167.17973375,  0.33000000,  0.00000000,  3.92490000,  4.02530000,
3167.28007865,  0.33000000,  0.00000000,  3.92490000,  4.02500000,
3167.38005137,  0.33000000,  0.00000000,  3.92490000,  4.02460000,
3167.48009944,  0.34000000,  0.00000000,  3.92490000,  4.02420000,
3167.57972932,  0.34000000,  0.00000000,  3.92490000,  4.02380000,
3167.67976403,  0.34000000,  0.00000000,  3.92490000,  4.02360000,
3167.78003407,  0.34000000,  0.00000000,  3.92490000,  4.02340000,
3167.88003802,  0.34000000,  0.00000000,  3.92490000,  4.02340000,
3167.98006034,  0.34000000,  0.00000000,  3.92490000,  4.02300000,
3168.07978368,  0.34000000,  0.00000000,  3.92490000,  4.02300000,
3168.17974806,  0.34000000,  0.00000000,  3.92490000,  4.02300000,
3168.27989912,  0.33000000,  0.00000000,  3.92490000,  4.02300000,
3168.38005161,  0.33000000,  0.00000000,  3.92490000,  4.02300000,
3168.47978210,  0.33000000,  0.00000000,  3.92490000,  4.02290000,
3168.57967257,  0.33000000,  0.00000000,  3.92490000,  4.02290000,
3168.68017888,  0.33000000,  0.00000000,  3.92490000,  4.02260000,
3168.77969646,  0.33000000,  0.00000000,  3.92490000,  4.02260000,
3168.88015723,  0.33000000,  0.00000000,  3.92490000,  4.02220000,
3168.97993922,  0.33000000,  0.00000000,  3.92490000,  4.02180000,
3169.08001876,  0.34000000,  0.00000000,  3.92490000,  4.02150000,
3169.18005157,  0.33000000,  0.00000000,  3.92490000,  4.02150000,
3169.27975702,  0.33000000,  0.00000000,  3.92490000,  4.02150000,
3169.38007593,  0.33000000,  0.00000000,  3.92490000,  4.02130000,
3169.48029304,  0.33000000,  0.00000000,  3.92490000,  4.02120000,
3169.58004189,  0.33000000,  0.00000000,  3.92490000,  4.02120000,
3169.67984366,  0.33000000,  0.00000000,  3.92490000,  4.02130000,
3169.78015566,  0.32000000,  0.00000000,  3.92490000,  4.02130000,
3169.87973905,  0.32000000,  0.00000000,  3.92490000,  4.02120000,
3169.97974324,  0.32000000,  0.00000000,  3.92490000,  4.02100000,
3170.07984710,  0.32000000,  0.00000000,  3.92490000,  4.02120000,
3170.17988014,  0.31000000,  0.00000000,  3.92490000,  4.02120000,
3170.27987838,  0.31000000,  0.00000000,  3.92490000,  4.02140000,
3170.37980723,  0.30000000,  0.00000000,  3.92490000,  4.02170000,
3170.48016238,  0.30000000,  0.00000000,  3.92490000,  4.02200000,
3170.58009672,  0.29000000,  0.00000000,  3.92490000,  4.02220000,
3170.67993903,  0.29000000,  0.00000000,  3.92490000,  4.02240000,
3170.77997136,  0.28000000,  0.00000000,  3.92490000,  4.02290000,
3170.87984538,  0.27000000,  0.00000000,  3.92490000,  4.02330000,
3170.98002362,  0.26000000,  0.00000000,  3.92490000,  4.02370000,
3171.07997656,  0.25000000,  0.00000000,  3.92490000,  4.02420000,
3171.17987800,  0.24000000,  0.00000000,  3.92490000,  4.02460000,
3171.27968097,  0.23000000,  0.00000000,  3.92490000,  4.02510000,
3171.38011217,  0.22000000,  0.00000000,  3.92490000,  4.02560000,
3171.48006439,  0.22000000,  0.00000000,  3.92490000,  4.02580000,
3171.58018494,  0.21000000,  0.00000000,  3.92490000,  4.02600000,
3171.67991376,  0.21000000,  0.00000000,  3.92490000,  4.02630000,
3171.77992988,  0.21000000,  0.00000000,  3.92490000,  4.02640000,
3171.88000131,  0.20000000,  0.00000000,  3.92490000,  4.02650000,
3171.98007226,  0.20000000,  0.00000000,  3.92490000,  4.02650000,
3172.08062410,  0.20000000,  0.00000000,  3.92490000,  4.02660000,
3172.17970705,  0.19000000,  0.00000000,  3.92490000,  4.02670000,
3172.27996707,  0.19000000,  0.00000000,  3.92490000,  4.02700000,
3172.38022757,  0.19000000,  0.00000000,  3.92490000,  4.02720000,
3172.47989178,  0.18000000,  0.00000000,  3.92490000,  4.02750000,
3172.58026028,  0.17000000,  0.00000000,  3.92490000,  4.02790000,
3172.68003464,  0.16000000,  0.00000000,  3.92490000,  4.02850000,
3172.77980399,  0.16000000,  0.00000000,  3.92490000,  4.02890000,
3172.87993622,  0.15000000,  0.00000000,  3.92490000,  4.02910000,
3172.97971535,  0.15000000,  0.00000000,  3.92490000,  4.02910000,
3173.07982206,  0.16000000,  0.00000000,  3.92490000,  4.02850000,
3173.18064284,  0.15000000,  0.00000000,  3.92490000,  4.02880000,
3173.28100395,  0.15000000,  0.00000000,  3.92490000,  4.02870000,
3173.38013363,  0.14000000,  0.00000000,  3.92490000,  4.02910000,
3173.47968221,  0.15000000,  0.00000000,  3.92490000,  4.02890000,
3173.57976532,  0.15000000,  0.00000000,  3.92490000,  4.02880000,
3173.67971253,  0.14000000,  0.00000000,  3.92490000,  4.02900000,
3173.77972293,  0.14000000,  0.00000000,  3.92490000,  4.02920000,
3173.87969422,  0.14000000,  0.00000000,  3.92490000,  4.02900000,
3173.98019886,  0.14000000,  0.00000000,  3.92490000,  4.02910000,
3174.07997894,  0.14000000,  0.00000000,  3.92490000,  4.02920000,
3174.18003273,  0.13000000,  0.00000000,  3.92490000,  4.02920000,
3174.27974844,  0.13000000,  0.00000000,  3.92490000,  4.02910000,
3174.37985921,  0.13000000,  0.00000000,  3.92490000,  4.02910000,
3174.47993803,  0.14000000,  0.00000000,  3.92490000,  4.02870000,
3174.58058238,  0.13000000,  0.00000000,  3.92490000,  4.02890000,
3174.68007040,  0.13000000,  0.00000000,  3.92490000,  4.02900000,
3174.77998185,  0.13000000,  0.00000000,  3.92490000,  4.02910000,
3174.87968826,  0.14000000,  0.00000000,  3.92490000,  4.02860000,
3174.97973204,  0.14000000,  0.00000000,  3.92490000,  4.02860000,
3175.08035040,  0.14000000,  0.00000000,  3.92490000,  4.02820000,
3175.17998028,  0.15000000,  0.00000000,  3.92490000,  4.02730000,
3175.27994251,  0.15000000,  0.00000000,  3.92490000,  4.02710000,
3175.37970805,  0.16000000,  0.00000000,  3.92490000,  4.02670000,
3175.47999024,  0.16000000,  0.00000000,  3.92490000,  4.02680000,
3175.57973933,  0.15000000,  0.00000000,  3.92490000,  4.02720000,
3175.67961264,  0.15000000,  0.00000000,  3.92490000,  4.02720000,
3175.77983093,  0.14000000,  0.00000000,  3.92490000,  4.02750000,
3175.87970567,  0.15000000,  0.00000000,  3.92490000,  4.02670000,
3175.97969079,  0.15000000,  0.00000000,  3.92490000,  4.02680000,
3176.07966971,  0.15000000,  0.00000000,  3.92490000,  4.02660000,
3176.18000293,  0.15000000,  0.00000000,  3.92490000,  4.02680000,
3176.28022790,  0.15000000,  0.00000000,  3.92490000,  4.02670000,
3176.37998009,  0.14000000,  0.00000000,  3.92490000,  4.02730000,
3176.48002911,  0.14000000,  0.00000000,  3.92490000,  4.02690000,
3176.57984042,  0.14000000,  0.00000000,  3.92490000,  4.02680000,
3176.67964029,  0.14000000,  0.00000000,  3.92490000,  4.02690000,
3176.77993441,  0.14000000,  0.00000000,  3.92490000,  4.02690000,
3176.88014865,  0.14000000,  0.00000000,  3.92490000,  4.02680000,
3176.97979426,  0.14000000,  0.00000000,  3.92490000,  4.02690000,
3177.07976699,  0.14000000,  0.00000000,  3.92490000,  4.02690000,
3177.17970181,  0.14000000,  0.00000000,  3.92490000,  4.02690000,
3177.27973104,  0.14000000,  0.00000000,  3.92490000,  4.02680000,
3177.37988186,  0.13000000,  0.00000000,  3.92490000,  4.02710000,
3177.48004127,  0.13000000,  0.00000000,  3.92490000,  4.02710000,
3177.57962871,  0.13000000,  0.00000000,  3.92490000,  4.02710000,
3177.67972636,  0.13000000,  0.00000000,  3.92490000,  4.02700000,
3177.77967381,  0.13000000,  0.00000000,  3.92490000,  4.02720000,
3177.87969184,  0.12000000,  0.00000000,  3.92490000,  4.02730000,
3177.98012400,  0.12000000,  0.00000000,  3.92490000,  4.02740000,
3178.07966256,  0.12000000,  0.00000000,  3.92490000,  4.02760000,
3178.17984605,  0.11000000,  0.00000000,  3.92490000,  4.02780000,
3178.27991176,  0.11000000,  0.00000000,  3.92490000,  4.02780000,
3178.37976527,  0.11000000,  0.00000000,  3.92490000,  4.02780000,
3178.47966361,  0.10000000,  0.00000000,  3.92490000,  4.02850000,
3178.57986546,  0.10000000,  0.00000000,  3.92490000,  4.02860000,
3178.67970991,  0.09000000,  0.00000000,  3.92490000,  4.02890000,
3178.78015590,  0.09000000,  0.00000000,  3.92490000,  4.02910000,
3178.88015032,  0.09000000,  0.00000000,  3.92490000,  4.02930000,
3178.98007059,  0.08000000,  0.00000000,  3.92490000,  4.02970000,
3179.07971406,  0.08000000,  0.00000000,  3.92490000,  4.02990000,
3179.17975330,  0.07000000,  0.00000000,  3.92490000,  4.03020000,
3179.27975130,  0.07000000,  0.00000000,  3.92490000,  4.03050000,
3179.37974238,  0.06000000,  0.00000000,  3.92490000,  4.03090000,
3179.48002434,  0.06000000,  0.00000000,  3.92490000,  4.03120000,
3179.57977057,  0.05000000,  0.00000000,  3.92490000,  4.03130000,
3179.67997885,  0.05000000,  0.00000000,  3.92490000,  4.03140000,
3179.77977014,  0.05000000,  0.00000000,  3.92490000,  4.03130000,
3179.87978506,  0.05000000,  0.00000000,  3.92490000,  4.03150000,
3179.97974753,  0.05000000,  0.00000000,  3.92490000,  4.03140000,
3180.07989883,  0.05000000,  0.00000000,  3.92490000,  4.03140000,
3180.17972660,  0.04000000,  0.00000000,  3.92490000,  4.03170000,
3180.28008056,  0.04000000,  0.00000000,  3.92490000,  4.03170000,
3180.38013792,  0.04000000,  0.00000000,  3.92490000,  4.03200000,
3180.47969913,  0.03000000,  0.00000000,  3.92490000,  4.03270000,
3180.57968998,  0.02000000,  0.00000000,  3.92490000,  4.03340000,
3180.68029380,  0.01000000,  0.00000000,  3.92490000,  4.03370000,
3180.77983284,  0.01000000,  0.00000000,  3.92490000,  4.03410000,
3180.87994814,  0.00000000,  0.00000000,  3.92490000,  4.03450000,
3180.98000312, -0.00000000,  0.00000000,  3.92490000,  4.03490000,
3181.07980371, -0.01000000,  0.00000000,  3.92490000,  4.03500000,
3181.18006468, -0.01000000,  0.00000000,  3.92490000,  4.03530000,
3181.27970433, -0.02000000,  0.00000000,  3.92490000,  4.03570000,
3181.37985253, -0.02000000,  0.00000000,  3.92490000,  4.03620000,
3181.48009753, -0.03000000,  0.00000000,  3.92490000,  4.03650000,
3181.58033228, -0.03000000,  0.00000000,  3.92490000,  4.03660000,
3181.67995143, -0.03000000,  0.00000000,  3.92490000,  4.03690000,
3181.78016424, -0.04000000,  0.00000000,  3.92490000,  4.03710000,
3181.87998295, -0.04000000,  0.00000000,  3.92490000,  4.03740000,
3181.97990394, -0.04000000,  0.00000000,  3.92490000,  4.03730000,
3182.07995796, -0.04000000,  0.00000000,  3.92490000,  4.03770000,
3182.18012953, -0.05000000,  0.00000000,  3.92490000,  4.03820000,
3182.27995563, -0.05000000,  0.00000000,  3.92490000,  4.03830000,
3182.38007903, -0.06000000,  0.00000000,  3.92490000,  4.03900000,
3182.47968340, -0.07000000,  0.00000000,  3.92490000,  4.03940000,
3182.57965875, -0.07000000,  0.00000000,  3.92490000,  4.03990000,
3182.68002295, -0.07000000,  0.00000000,  3.92490000,  4.03990000,
3182.78048563, -0.08000000,  0.00000000,  3.92490000,  4.04000000,
3182.88005376, -0.07000000,  0.00000000,  3.92490000,  4.03940000,
3182.98048830, -0.07000000,  0.00000000,  3.92490000,  4.03950000,
3183.07976913, -0.07000000,  0.00000000,  3.92490000,  4.03970000,
3183.17982292, -0.08000000,  0.00000000,  3.92490000,  4.04020000,
3183.27975917, -0.07000000,  0.00000000,  3.92490000,  4.04010000,
3183.38018775, -0.07000000,  0.00000000,  3.92490000,  4.04010000,
3183.47990012, -0.08000000,  0.00000000,  3.92490000,  4.04040000,
3183.57986212, -0.08000000,  0.00000000,  3.92490000,  4.04080000,
3183.67977285, -0.08000000,  0.00000000,  3.92490000,  4.04100000,
3183.77997899, -0.09000000,  0.00000000,  3.92490000,  4.04150000,
3183.88006854, -0.09000000,  0.00000000,  3.92490000,  4.04120000,
3183.98002434, -0.08000000,  0.00000000,  3.92490000,  4.04110000,
3184.07972503, -0.08000000,  0.00000000,  3.92490000,  4.04100000,
3184.17993546, -0.08000000,  0.00000000,  3.92490000,  4.04080000,
3184.27972960, -0.07000000,  0.00000000,  3.92490000,  4.04040000,
3184.37973213, -0.07000000,  0.00000000,  3.92490000,  4.04050000,
3184.47991347, -0.07000000,  0.00000000,  3.92490000,  4.04050000,
3184.58021021, -0.08000000,  0.00000000,  3.92490000,  4.04090000,
3184.67966461, -0.08000000,  0.00000000,  3.92490000,  4.04070000,
3184.77969217, -0.07000000,  0.00000000,  3.92490000,  4.04080000,
3184.88018250, -0.08000000,  0.00000000,  3.92490000,  4.04080000,
3184.98011994, -0.08000000,  0.00000000,  3.92490000,  4.04090000,
3185.07965827, -0.07000000,  0.00000000,  3.92490000,  4.04080000,
3185.17963314, -0.08000000,  0.00000000,  3.92490000,  4.04120000,
3185.27961183, -0.07000000,  0.00000000,  3.92490000,  4.04090000,
3185.37993312, -0.07000000,  0.00000000,  3.92490000,  4.04070000,
3185.47972107, -0.07000000,  0.00000000,  3.92490000,  4.04050000,
3185.57995391, -0.07000000,  0.00000000,  3.92490000,  4.04080000,
3185.67967463, -0.06000000,  0.00000000,  3.92490000,  4.04030000,
3185.78003120, -0.05000000,  0.00000000,  3.92490000,  4.03970000,
3185.87972355, -0.05000000,  0.00000000,  3.92490000,  4.03960000,
3185.97999907, -0.05000000,  0.00000000,  3.92490000,  4.03960000,
3186.07996583, -0.05000000,  0.00000000,  3.92490000,  4.03960000,
3186.17969155, -0.05000000,  0.00000000,  3.92490000,  4.03980000,
3186.27968478, -0.05000000,  0.00000000,  3.92490000,  4.03930000,
3186.37967539, -0.05000000,  0.00000000,  3.92490000,  4.03930000,
3186.47967362, -0.05000000,  0.00000000,  3.92490000,  4.03930000,
